ID;Edad;Experiencia;Ingreso;Postal;Familia;credito;educacion;cuenta de ahorros;servicios online;Mora
781;32;7;42;92634;4;0.8;1;0;1;1
4690;51;27;43;95053;4;1.1;2;1;1;1
477;60;NA;NA;92717;1;0.8;2;0;0;1
3189;55;25;90;90717;2;4.5;3;1;0;1
1745;28;3;NA;91105;4;0.8;1;0;1;0
1357;42;16;74;90066;1;2.8;1;0;1;0
3716;29;5;124;92037;2;0.2;1;0;0;1
2173;39;15;79;92028;2;1.8;2;0;0;0
2629;33;6;78;95819;4;2;2;1;1;0
1427;37;11;60;96651;3;0.5;3;0;1;0
2097;55;NA;54;95051;2;2.3;3;0;0;0
2458;42;NA;NA;92115;2;0;3;0;1;1
3133;32;7;83;94302;2;2.5;1;0;1;0
658;38;8;NA;95207;1;0.67;3;0;0;0
3829;31;6;NA;95616;4;0.8;1;0;1;0
3713;NA;25;112;92154;1;0.6;1;0;0;0
66;59;35;131;91360;1;3.8;1;0;1;1
645;NA;27;33;92121;2;2;2;0;1;0
1729;52;26;28;95405;1;0.3;3;0;1;0
1198;48;23;8;92866;1;0.4;3;0;0;1
1003;46;NA;NA;95617;2;0.4;3;0;0;0
470;48;23;NA;94609;2;0.7;3;0;1;1
1222;30;5;121;94132;2;3.3;1;0;0;1
584;24;-1;38;95045;2;1.7;2;0;1;0
1419;65;41;154;92008;2;4.6;2;0;1;1
3465;61;37;172;92612;4;4.25;1;0;1;1
4919;50;25;42;90232;2;0.7;2;0;0;1
3871;25;0;25;94596;2;0.9;3;0;0;0
134;30;4;NA;90245;3;1.1;2;0;1;0
737;61;35;152;91016;3;3.3;3;0;1;0
4247;60;35;24;94920;1;1.5;2;0;0;0
225;52;27;58;94305;4;1.8;3;0;0;0
3382;39;15;143;91711;1;3.5;1;0;1;1
1195;NA;3;41;94305;4;1.3;3;0;1;0
3997;50;24;11;94501;4;0.6;3;0;0;1
3598;56;26;51;92028;3;2;3;0;1;0
4219;52;27;NA;94005;4;0.2;2;0;0;1
4745;44;20;72;95616;3;0.3;3;0;1;0
1382;38;12;22;91380;3;0.2;2;0;1;0
3358;32;NA;112;94111;1;2.7;2;0;1;1
2975;NA;18;NA;95008;4;1.9;1;0;1;0
1053;43;17;49;95812;3;2.2;2;0;1;1
4242;34;9;40;95054;4;2;2;0;1;1
2558;36;11;23;94553;4;0.2;3;0;1;0
874;24;0;88;90740;3;0.8;1;0;0;0
183;24;0;135;95133;1;1.5;1;0;1;0
4261;57;31;52;94105;1;1.4;1;0;1;0
4088;52;28;179;94583;4;4.2;3;0;0;0
2528;27;1;43;95120;3;1.1;2;0;0;0
2592;31;7;8;95131;4;0.7;2;0;0;0
278;29;2;NA;92126;4;1;3;0;0;0
766;47;21;109;95822;4;1.8;1;0;0;0
3456;43;19;28;93010;3;0.5;1;0;1;1
3720;33;8;53;92126;3;2.3;1;0;1;0
1771;62;37;9;91320;1;0.1;1;0;0;0
1724;39;15;NA;95821;1;1.5;3;0;1;0
3473;54;27;120;92672;4;3;2;0;1;0
2141;53;27;89;92130;1;0.8;3;0;1;0
2804;43;18;41;92831;1;0.3;3;0;1;0
4429;51;NA;12;95818;4;1;1;0;1;0
167;25;NA;21;95827;3;1;2;1;0;0
3195;41;15;65;90019;3;0.5;3;0;0;0
4287;53;29;NA;93955;1;0.2;1;0;1;1
3018;NA;32;68;90041;2;3.7;1;0;0;0
3541;39;15;30;94305;4;0.3;1;0;0;1
2509;40;15;63;93407;3;3;1;0;1;0
657;37;11;81;94539;1;2.8;3;0;0;0
2522;49;23;29;94551;4;1.8;1;0;1;1
1072;39;14;61;94005;3;0.5;3;0;1;0
3179;46;21;71;95814;4;1.9;3;0;0;0
3986;65;40;32;90095;1;1.1;3;0;1;0
4349;59;33;99;92093;2;2.7;1;0;0;0
2802;58;34;NA;91016;4;0.4;1;0;1;0
1945;52;NA;39;90095;3;1.9;2;0;1;1
851;46;20;39;95054;1;0.2;1;0;0;0
4483;40;14;28;90404;2;0.8;3;0;0;0
4361;NA;43;41;90024;2;1.1;1;0;0;0
4765;NA;32;88;95051;4;1;2;0;1;1
3293;25;-1;13;95616;4;0.4;1;0;0;0
60;31;5;188;91320;2;4.5;1;0;0;0
535;53;28;41;93117;2;0.6;3;0;0;0
3750;43;19;70;90095;3;2.33;1;1;1;0
3923;31;4;20;95616;4;1.5;2;0;1;0
2939;33;9;61;93943;3;2.6;2;0;1;0
4294;63;38;41;90034;2;1.5;1;0;1;1
4732;37;NA;29;91711;2;1.4;3;0;1;1
4052;NA;29;162;93105;1;2.9;1;0;1;1
812;63;33;52;94720;4;1.67;3;0;0;0
4696;45;19;70;95605;1;2.8;1;0;0;1
1780;34;9;68;94720;1;2.8;1;0;1;0
1671;38;14;NA;95135;4;0.4;2;0;1;0
1004;25;1;62;94720;4;0;1;0;1;0
297;34;9;122;90623;1;0;1;0;1;0
157;26;0;15;92131;4;0.4;1;0;0;1
350;26;2;60;93407;2;3;1;0;0;0
2384;63;39;52;90033;2;1.1;1;0;1;1
2778;59;33;91;94122;2;0.7;2;0;1;1
3206;59;33;38;92407;1;1.4;1;1;1;1
3238;35;9;22;94085;3;0.1;2;0;1;1
3078;46;21;44;95112;1;0.3;1;0;1;0
3285;NA;-1;101;95819;4;2.1;3;0;0;1
671;23;-1;NA;92374;4;2.6;1;0;1;0
4240;62;36;60;92182;3;2.2;3;0;1;0
1700;51;25;15;94720;4;0.6;3;0;0;1
3277;55;31;159;92123;1;3.9;3;0;0;0
4383;60;34;38;92182;3;2.2;3;0;0;0
630;NA;19;NA;91711;4;2.9;1;0;1;1
999;52;27;94;93106;1;2.8;2;0;1;0
3079;38;13;63;92325;3;0.5;3;0;1;1
4937;45;20;94;92009;3;0.5;3;0;0;0
3147;NA;1;38;91910;4;1.7;2;0;1;0
2160;61;35;99;94085;1;4.8;3;0;0;1
2959;66;41;65;92612;3;2.4;1;0;0;0
1370;57;33;43;91902;1;1.8;3;1;0;0
2221;65;NA;80;94105;1;0.8;3;0;1;0
4485;36;11;195;95747;2;3;1;0;1;1
3275;31;NA;NA;92123;2;1.5;3;0;1;0
330;28;4;191;90064;1;6.33;1;0;1;0
4014;62;38;23;91304;2;0.3;3;1;0;0
523;36;11;72;91007;1;2.8;1;0;0;0
1786;29;3;190;94080;2;4.5;1;0;1;0
2480;55;30;82;94720;4;3.8;2;0;1;0
3255;61;37;9;93907;2;0.3;3;1;1;0
4991;55;25;NA;95023;4;2;3;1;0;1
4403;55;25;52;90095;1;1.4;3;0;0;0
3355;42;18;39;92703;1;0.3;3;0;1;0
997;33;6;49;92037;2;1.67;2;0;0;0
4539;51;24;85;94305;3;2;2;1;0;0
1842;42;17;91;94583;1;0.1;2;0;1;1
695;32;7;112;90740;1;3.8;1;0;1;0
1170;NA;16;32;92110;1;1.4;3;0;1;0
2228;61;35;59;90840;4;1.7;2;0;1;1
902;57;33;24;95616;4;0.7;1;0;1;0
4175;NA;14;59;91335;3;0.5;3;0;1;0
4553;50;23;NA;92037;1;2.67;2;0;0;0
4548;50;25;32;94304;2;0.7;2;0;1;0
4384;28;4;85;94709;3;2.5;1;0;1;0
974;43;18;85;92703;1;4;3;0;1;0
663;65;41;185;93561;3;2;2;0;0;0
171;27;1;138;90250;2;2;1;0;1;0
757;56;31;82;95348;4;1.3;3;0;1;0
1366;60;35;43;94720;3;0.9;3;0;1;1
4099;27;NA;75;90032;4;0;1;0;0;0
361;35;10;55;94539;4;1.3;1;0;0;0
1351;29;2;29;90266;4;1.5;2;0;0;1
2678;32;8;70;91423;3;1.5;1;0;1;0
4232;56;32;60;93106;1;1.8;3;0;1;0
2011;61;36;41;96001;2;1.5;1;0;0;0
1348;60;34;85;91367;2;2;1;0;1;0
3027;44;20;81;90254;4;0.8;1;0;0;1
743;32;6;81;92626;1;2.5;1;0;1;0
2175;NA;5;123;95605;2;3.1;1;1;1;0
4817;50;24;83;92333;3;3;2;0;0;1
3436;33;8;58;92037;4;1.3;1;1;0;0
3820;57;27;50;93950;4;2;3;1;1;0
1161;28;1;NA;95134;1;2;2;0;1;0
2065;NA;29;65;94545;4;1.8;3;0;0;1
3811;48;24;12;94707;4;1;1;0;0;0
4522;56;NA;25;95123;3;0.1;2;0;0;0
709;35;10;NA;92182;3;1.3;1;0;0;0
1893;55;30;55;94110;3;1.7;1;0;0;1
1736;60;36;31;95051;3;0.4;2;0;1;1
4066;44;NA;68;94305;1;3.7;3;1;1;0
4271;45;19;19;93117;3;1.5;1;0;1;1
3855;31;6;83;94720;4;1.8;3;0;1;0
2395;42;18;145;94065;2;8;1;0;0;0
2682;37;11;NA;94609;2;0.8;3;0;0;0
4095;53;23;8;95616;4;0.4;3;0;1;0
3306;39;13;78;95616;1;2.8;3;0;0;0
3089;56;31;28;94720;1;1.3;1;0;0;1
2689;56;30;34;94542;2;0.7;2;0;1;0
4607;44;20;199;94607;2;6.67;1;0;1;0
1200;29;4;62;92064;2;2.5;1;0;1;0
1785;54;29;119;91355;3;2;1;0;0;0
632;45;18;40;94960;3;1;2;0;1;0
2111;28;4;104;94301;3;2.5;1;0;0;0
1646;56;32;89;92096;4;1;2;0;1;0
4423;57;31;164;94607;2;3.8;3;0;1;1
583;44;18;72;95678;1;0.7;3;0;0;0
4416;60;35;65;90245;2;1.5;1;0;0;1
831;29;5;72;92407;3;0.7;2;0;0;0
4849;58;NA;145;94920;2;0.5;1;0;1;0
1088;38;13;54;92028;3;0.7;2;0;0;0
3974;61;35;53;90064;1;2.8;2;0;1;0
2335;45;21;69;90025;4;1.9;1;0;0;0
1794;35;9;113;94596;3;0.8;3;0;1;0
3637;37;11;64;96094;3;0.9;2;0;1;0
729;45;20;114;94720;2;4.4;2;0;0;0
2709;49;NA;75;95670;1;2.8;2;0;0;1
565;33;7;32;94904;1;0.6;3;1;0;0
3471;57;31;175;90503;2;0.5;1;0;1;1
1014;39;13;58;94551;3;2.1;1;0;1;0
1145;49;24;91;95822;1;2.8;2;0;0;0
1872;31;5;NA;94065;4;1.8;2;0;0;0
1431;32;7;52;92660;2;0.1;1;0;1;0
1317;28;3;51;94086;2;1.6;3;0;0;0
2290;59;35;68;93117;1;1.8;3;0;0;0
2092;31;4;41;91360;1;2;2;0;1;0
388;31;5;82;95482;4;1.8;2;0;1;0
2202;41;16;111;92009;2;0.4;1;1;0;0
2073;29;3;39;95831;4;0.2;1;0;1;1
2018;42;15;14;92064;3;1;2;0;0;0
7;53;27;72;91711;2;1.5;2;0;1;0
786;46;22;164;94122;2;7.6;1;0;1;1
1467;33;9;NA;94303;2;4.33;1;0;0;1
191;60;36;NA;92521;1;4.3;1;0;1;0
3729;28;3;118;91902;3;2.4;2;0;0;0
2412;47;22;65;91330;3;2.7;2;0;1;0
2846;62;36;NA;90019;2;1.7;3;0;0;0
820;56;30;45;90024;4;1.5;3;0;0;0
3366;38;8;21;95060;1;0.67;3;0;1;0
3806;29;5;84;93109;3;0.8;1;1;0;0
1387;27;3;72;95616;4;0;1;0;1;0
352;28;4;155;92182;4;5.3;2;0;1;0
2116;57;31;30;95070;3;1.4;1;0;0;0
922;31;5;91;92096;3;1.6;1;0;1;1
4752;41;17;154;92697;1;1.7;1;0;0;1
585;40;16;114;91604;1;3.4;1;0;1;0
3369;45;NA;163;94720;3;5.33;2;1;0;1
3752;26;NA;12;94591;4;1;1;0;1;0
4005;65;39;NA;92507;3;0.7;2;0;0;0
792;55;29;65;94501;4;2.8;2;0;1;0
1811;60;34;35;90025;1;0.2;1;0;1;0
2331;31;5;72;95133;4;1.8;2;0;1;1
2119;31;5;125;91320;2;1.3;1;0;1;1
1612;58;32;75;92096;2;2.3;3;0;0;0
237;43;18;89;93407;3;0.5;3;0;1;1
3782;NA;40;NA;94104;1;1.3;1;0;1;1
200;36;11;158;92152;1;5.1;3;0;1;1
1076;41;15;59;90024;4;0.2;3;0;0;0
4513;46;22;25;95747;4;0.6;1;0;1;1
1998;54;30;NA;92093;1;1.8;3;0;1;0
116;65;40;81;92024;3;1.8;2;0;1;0
3584;30;3;33;95112;4;1.5;2;0;0;0
1731;41;17;51;94402;2;0.6;3;0;0;1
3656;48;22;NA;90086;1;2.4;1;0;1;0
4166;63;38;135;91768;2;3.8;3;0;0;0
3047;37;12;63;95630;3;2.3;1;0;1;0
3292;53;28;38;94998;1;1.3;2;0;1;0
807;53;27;NA;94542;4;1.5;3;0;0;0
4065;63;39;50;94402;1;0;2;0;0;0
4616;37;12;84;93943;4;0.7;3;1;1;0
3141;33;NA;31;94303;4;1;1;1;1;1
3979;43;18;19;92325;2;0.3;2;0;1;0
3704;67;41;78;94301;4;2.4;3;0;0;0
2997;42;18;103;91367;1;3.33;1;0;1;1
623;41;17;92;93555;2;1.9;1;0;1;0
406;36;11;133;90245;1;3.8;1;1;1;1
3638;39;14;104;94608;3;1;1;0;1;0
3699;38;12;59;96001;3;0.5;3;0;1;1
4683;55;25;44;92093;3;1;3;0;1;0
950;40;16;45;94720;3;0.6;2;0;1;0
4618;38;13;41;95521;3;0.5;3;0;0;1
4936;59;33;81;94022;2;1.4;1;0;1;0
3603;47;21;42;95841;4;0.1;1;0;1;1
1253;42;17;93;92182;4;1.9;3;0;0;0
1487;35;9;141;93022;2;4.5;2;0;0;0
4255;51;27;68;91711;1;1.6;3;0;1;0
1920;38;13;19;92069;2;1.4;2;0;0;1
17;38;14;130;95010;4;4.7;3;0;0;0
2255;46;22;53;90025;2;1.7;1;0;0;0
1142;32;7;143;91365;3;2.9;3;0;1;0
4617;66;41;NA;92521;1;0.8;3;0;1;1
1239;28;2;63;91116;2;1.6;3;0;1;0
4110;27;0;30;93107;4;1;3;1;1;1
4601;54;24;75;93555;1;1.4;3;0;0;0
4186;26;2;82;91950;2;2.5;1;1;0;0
3337;60;34;11;94305;4;0.7;3;0;1;0
3835;48;22;28;94720;1;1.4;3;0;1;0
3328;NA;18;164;93407;1;1.3;3;0;1;1
3184;44;17;12;94542;3;0.67;2;0;1;0
3562;30;6;31;94720;3;1;2;0;0;0
4915;65;39;94;92374;1;2;1;0;0;1
2599;46;NA;9;94005;1;0.2;1;0;1;0
455;50;24;29;94110;3;0.9;3;0;0;0
446;58;32;NA;94590;3;2.2;3;0;1;0
4458;55;29;81;92843;3;1.7;2;0;1;0
3387;NA;10;142;94061;4;0.8;3;0;0;0
4285;38;13;173;94305;2;3.3;1;0;0;0
518;54;27;43;92834;3;1;2;0;0;0
1043;64;34;50;95616;4;1.67;3;0;1;0
4507;39;13;89;92037;1;2.8;3;0;1;1
4862;49;24;18;95616;1;0.4;3;0;1;0
4597;37;13;61;95131;3;2.8;1;0;0;0
1644;41;NA;13;91125;2;0;3;0;1;0
3968;40;15;22;94306;1;0.6;3;0;1;0
1079;51;27;39;92709;2;0.8;1;0;0;1
1133;34;9;55;94920;3;2.3;1;0;1;1
404;55;NA;39;92647;2;1.9;2;0;0;0
1097;43;18;29;90245;1;0.3;3;0;1;0
355;44;NA;173;90277;2;1.4;1;0;1;0
3961;62;37;48;92028;3;2.2;1;0;0;0
1997;49;24;NA;94305;1;1.4;3;0;0;0
1940;55;31;NA;94122;2;0.2;1;0;1;0
2989;46;21;205;95762;2;8.8;1;0;1;0
1209;50;26;48;91711;1;1.6;2;0;0;1
2435;38;12;93;95616;1;5.2;1;0;1;0
3429;45;NA;NA;93106;1;0.9;3;0;0;0
1883;NA;32;125;91330;3;0.6;1;0;1;1
69;47;21;60;93407;3;2.1;1;0;1;1
4225;57;27;39;95929;3;1;3;0;0;1
3712;NA;1;20;94720;4;0.4;1;0;1;0
3284;56;30;29;92152;4;0.7;2;0;1;0
1162;36;NA;181;94309;3;1.4;1;0;0;0
3023;59;33;89;94608;4;1.9;2;0;1;1
4307;35;NA;41;92123;3;2;1;0;1;0
3318;65;41;79;90035;3;2;3;0;0;0
2491;52;28;168;90404;3;6.5;3;0;1;0
55;29;5;44;95819;1;0.2;3;0;1;0
78;46;20;29;92220;3;0.5;2;0;0;0
1868;65;39;21;94553;2;0.4;1;0;0;0
2192;42;18;171;90027;2;8;1;0;1;0
4969;58;32;41;93022;4;2.5;1;0;1;1
3639;47;22;38;92866;4;1.9;3;0;1;0
4870;63;39;33;92121;3;0.1;3;0;0;1
4275;30;3;79;91380;4;2;2;0;1;0
2812;36;12;62;94065;4;0.1;2;0;0;0
460;35;10;200;91107;2;3;1;0;0;0
132;NA;34;149;93720;4;7.2;2;0;1;1
2566;40;15;NA;94708;2;0;3;0;1;0
3402;NA;15;28;95818;1;1.4;3;0;1;1
1131;58;32;191;94402;1;2.9;1;0;0;0
2736;36;12;70;92131;3;2.6;2;0;1;0
2696;NA;15;8;94960;2;0.1;2;0;0;0
2345;65;NA;NA;94608;3;0.5;1;0;1;1
249;55;29;99;92121;2;1.4;1;0;1;1
4543;53;29;20;94131;1;0.2;1;0;1;1
189;64;40;169;91320;2;2.1;1;1;1;0
612;49;23;NA;94701;4;1.8;1;0;0;0
517;53;27;81;90009;3;1.7;2;0;0;0
4457;NA;NA;35;94040;2;0.3;1;1;1;1
2847;67;43;105;93711;4;1.7;2;1;1;0
4685;NA;34;103;91360;1;2.6;1;0;1;0
985;50;25;15;92173;1;0.4;3;0;0;0
2277;29;3;172;92093;4;4.4;1;1;0;0
568;34;8;28;95112;3;0.9;1;0;0;0
1628;46;20;NA;91016;3;0.7;2;0;1;1
3880;28;4;101;95136;3;2.5;1;0;0;0
3218;65;39;94;93022;4;4.1;1;0;1;1
3745;54;29;79;90025;3;1.6;3;0;0;0
1057;36;6;25;95020;1;0.67;3;0;1;0
527;26;2;205;93106;1;6.33;1;0;0;1
4489;30;4;50;91030;1;1.5;1;0;0;0
4009;61;31;154;94555;3;7.5;3;1;1;1
4381;37;13;64;94105;1;1.5;3;0;1;0
529;NA;39;NA;90089;4;0.2;1;0;1;0
2811;58;34;45;93943;4;1.3;2;0;0;0
736;33;7;NA;95403;4;2.2;2;0;1;0
2267;NA;13;143;94550;1;4.1;1;0;0;0
889;57;33;182;94114;2;3.3;3;0;0;0
1703;56;30;122;93555;2;0.5;1;1;0;1
4960;51;27;NA;93014;1;1.6;2;0;1;0
300;41;15;159;90057;1;5.5;3;0;1;0
3103;49;25;30;90095;4;0.9;2;1;0;1
3427;31;5;115;90025;2;1.5;3;0;1;0
4283;26;0;195;92093;3;6.33;3;0;1;0
1607;35;NA;33;90266;4;1.7;1;0;1;0
3038;27;2;158;95060;3;0.4;2;0;1;0
4292;46;21;34;90034;1;0.1;1;0;1;0
371;36;12;25;92101;4;1;1;0;0;0
3794;54;28;140;91711;1;2.9;1;0;1;0
346;51;27;12;92192;4;0.5;2;0;1;0
4761;50;25;18;95819;2;0;1;0;0;1
925;55;30;32;91330;4;0.1;3;0;0;0
2955;31;7;42;95822;1;2.4;2;0;1;1
1862;62;38;161;90274;1;2.9;1;0;1;1
4312;32;NA;14;90034;3;0.9;3;0;0;0
3597;44;20;88;94720;1;4.7;1;0;0;0
4246;44;20;145;90630;1;3.5;1;0;0;1
3757;35;11;83;92122;2;2.2;1;0;0;0
3485;45;18;53;92104;3;2.5;2;1;0;0
3281;58;33;98;90277;1;2.6;1;0;0;0
1149;41;15;108;90034;1;5.2;1;0;0;0
316;24;-2;51;90630;3;0.3;3;0;1;0
3453;61;37;23;94720;3;0.4;2;0;0;0
3020;58;33;39;94132;2;2.3;3;1;1;0
4933;NA;35;111;91107;1;4.3;1;1;1;0
4148;59;35;180;96008;2;6.5;2;0;1;1
1555;42;15;34;91302;3;1;2;0;1;0
2428;29;5;34;92675;4;0.4;2;0;1;0
1254;57;NA;45;92346;4;1.5;1;0;1;0
4501;50;NA;24;94305;4;0.5;2;0;0;1
4534;59;34;19;95762;2;0.5;2;0;1;0
2583;33;9;42;95010;1;2.1;3;0;1;0
2460;62;37;NA;95060;3;0.9;3;0;1;1
4262;53;28;18;92507;4;0.8;1;0;0;0
4712;65;40;59;94022;3;2.4;1;0;0;0
4480;32;8;128;93117;2;4.33;1;0;1;0
2138;65;40;83;92354;4;0.1;2;0;1;0
1137;47;21;65;94086;1;1.5;2;0;1;0
2638;51;26;NA;94005;3;2;2;1;1;0
2042;45;20;180;95403;3;8.5;2;0;0;0
1328;61;35;30;94720;2;0.2;3;0;1;0
1754;53;29;25;92008;2;0.4;1;0;1;0
4325;49;NA;13;94538;4;0.8;1;0;1;0
4322;NA;0;34;92717;1;2;2;0;0;1
2369;48;NA;78;94588;3;2.1;1;0;1;1
1506;51;25;18;92109;1;0.3;3;0;0;1
1725;46;19;24;90025;3;0.67;2;0;1;0
4900;NA;29;85;94928;4;1.3;3;0;1;0
4702;42;16;49;90034;1;2.8;1;0;0;0
4638;44;19;85;92054;4;1.9;3;0;1;1
3826;30;6;69;94305;4;3.4;1;0;0;1
2686;28;2;101;90280;4;2.1;3;0;1;0
431;51;26;113;94086;1;1.3;3;0;1;0
114;58;NA;92;92703;2;2.8;1;0;0;0
3234;46;20;111;95037;1;0;1;1;0;0
458;29;3;NA;94303;3;0.3;3;0;0;0
481;54;29;68;94998;3;1.6;3;0;1;1
4585;26;0;49;90089;3;2.4;2;0;0;0
3470;26;2;79;95630;2;2.5;1;0;1;0
1356;61;37;48;91910;1;0.8;1;0;1;0
1016;60;34;62;94303;1;0.8;2;0;0;0
1313;46;21;42;92691;1;2.4;1;0;1;1
57;55;30;29;94005;3;0.1;2;0;1;0
547;NA;2;68;94025;3;2.6;3;0;0;0
4481;55;30;145;92037;2;6;3;1;1;0
3447;56;32;120;90232;1;7.4;1;0;1;0
4868;38;12;61;94598;4;0.2;3;0;1;0
2206;63;NA;101;95819;2;2.8;1;0;0;0
784;NA;20;160;94606;2;7.6;1;0;0;0
2049;28;4;43;94803;1;1.8;2;0;1;1
3723;42;17;60;93118;1;2.4;1;0;1;0
3110;60;34;40;93940;3;2.2;3;0;1;0
4195;63;37;31;95819;1;0.5;3;1;1;0
4979;57;27;63;90210;4;2;3;0;1;0
3102;55;31;91;93555;2;2.8;1;0;0;0
2666;35;9;105;90064;2;4.5;3;0;0;0
3657;35;NA;30;95014;4;1;2;0;0;0
4631;46;21;NA;92886;1;0.2;2;0;0;0
1900;59;33;34;94115;1;0.2;1;1;1;0
4756;59;35;151;93106;2;6;1;0;1;0
4120;30;5;85;92624;4;1.8;3;0;1;0
1776;46;22;NA;91360;1;0.8;3;0;0;0
1025;58;33;122;93711;4;0.2;2;0;1;0
1856;65;39;30;94304;3;0.7;2;0;1;1
3650;53;29;85;92691;3;1.8;2;0;1;0
702;44;19;62;93106;3;0.8;3;0;0;1
969;55;31;90;92868;1;2.7;2;1;1;1
2323;62;37;NA;94143;1;1.3;1;0;1;0
3420;35;10;34;95503;4;1.7;1;0;1;1
372;58;34;19;92029;4;0.7;1;0;0;0
2795;52;NA;35;94550;4;1.8;1;0;1;0
3771;40;16;75;94306;3;2.33;1;0;0;0
1416;33;8;NA;94019;1;1;1;0;1;0
1491;30;4;18;95020;4;0.3;2;0;1;1
4646;34;10;45;92038;1;1.7;1;0;0;0
4068;52;28;NA;94025;4;0.5;2;0;1;0
1398;65;NA;45;95521;3;0.1;3;0;1;0
2647;45;20;191;92007;3;2.6;3;0;0;0
4303;52;27;85;92037;3;3.4;3;0;0;0
4649;37;11;75;94704;3;0.9;2;0;1;0
1579;38;13;NA;94143;2;0.3;2;0;1;0
381;63;33;34;94305;1;1.5;3;0;1;1
2877;24;-2;80;91107;2;1.6;3;0;0;0
949;30;4;81;92037;1;2.9;3;0;1;1
1369;46;21;40;94025;4;1.9;3;0;1;0
1227;60;36;14;90089;2;0.3;1;0;1;1
751;29;5;138;93106;2;4.33;1;0;1;0
3435;NA;31;53;95521;2;1.6;3;0;0;0
2632;47;20;62;92521;1;2.67;2;0;1;0
1365;44;19;69;92129;4;0.4;1;0;0;0
2494;34;9;49;94025;1;2.5;3;0;0;0
3521;60;35;29;92126;3;1.3;2;0;0;0
4122;53;27;65;91711;4;2.8;2;0;0;1
2037;46;19;NA;94305;3;0.67;2;1;1;0
3776;32;6;31;90275;2;2;3;0;1;1
916;53;28;184;94550;1;8.1;1;0;1;0
2549;48;24;NA;91343;1;2.7;1;0;1;0
4265;57;31;40;94304;2;0.3;1;0;1;1
4573;32;7;81;95112;4;1.8;3;0;1;0
4584;NA;26;NA;92521;1;3.1;1;0;1;0
4082;60;35;155;92521;1;1.5;3;0;0;1
1414;48;24;NA;90058;3;0.4;1;1;0;0
3015;NA;34;40;91311;1;2.5;3;0;1;0
896;43;17;NA;94608;4;2.6;3;0;1;1
209;40;16;73;94110;4;2.67;1;0;1;1
3359;59;35;40;94536;4;0.4;1;0;0;0
4248;65;39;10;90210;1;0.8;2;0;1;0
2777;46;20;140;93106;2;6.3;1;0;1;1
626;52;28;64;95605;2;1;3;0;1;0
190;55;29;112;94043;2;1.4;1;0;1;0
2931;41;NA;NA;95929;4;2.67;1;0;1;0
3514;31;4;39;94501;2;1;2;0;0;0
1602;31;7;180;93407;1;4.3;1;0;0;0
4653;38;12;184;91311;3;8;1;0;1;0
3518;30;6;95;94234;1;3.9;3;0;0;1
4905;64;40;88;94305;1;3.8;1;1;1;1
4869;51;27;62;94063;2;3.2;3;1;0;1
3956;62;36;58;94501;1;0.8;2;0;0;0
4521;32;7;41;94706;4;2;2;0;0;0
3291;52;27;113;92038;1;0.1;3;0;0;0
2226;54;24;25;90505;4;0.4;3;0;0;0
2136;45;15;28;95039;1;0.75;3;0;0;0
3858;63;39;39;91711;1;1.9;2;0;0;0
647;58;33;61;90033;4;1.7;1;0;0;0
3786;54;28;NA;95841;1;2.4;1;0;1;0
102;61;36;30;94608;3;1.3;2;0;0;0
4087;50;26;11;93106;4;0.2;1;0;0;0
1941;57;NA;55;92630;1;1.8;3;0;1;0
701;37;11;NA;90089;2;1.8;1;0;1;1
1965;34;10;34;95060;1;1.5;2;0;0;1
767;37;NA;81;94538;1;2.8;1;0;0;0
3588;28;4;29;94080;3;0.1;2;0;1;0
202;35;9;20;94609;2;1.4;3;0;1;1
510;52;28;118;90503;2;6.8;1;0;1;0
4269;49;23;108;95616;2;2.4;2;0;1;0
199;27;3;NA;94123;4;0;1;1;1;0
4508;NA;NA;8;94550;2;0.9;3;0;0;1
2756;37;11;22;93711;3;0.1;2;0;1;1
1333;31;5;21;94309;1;0.4;2;0;1;0
465;43;19;83;94305;4;3.6;3;0;0;1
530;39;15;NA;95207;1;0.8;2;0;1;0
913;35;10;78;94105;1;2.6;2;1;1;0
2623;54;28;39;90245;4;0.7;2;0;1;0
453;39;13;21;94022;3;0.2;2;0;0;0
3090;31;5;23;94110;3;1;1;0;0;0
1464;35;10;94;91343;1;0;1;0;1;0
1110;65;41;NA;92126;2;2.1;1;0;1;0
574;NA;28;50;95020;3;1;2;0;1;1
4944;26;0;12;96003;1;0.1;2;0;1;0
1377;63;39;45;92870;4;1.3;2;0;0;0
761;29;3;52;92122;3;1.1;2;0;1;0
2169;55;29;64;93063;4;2.6;3;1;1;0
2875;49;25;114;91380;1;2.5;3;0;1;0
586;34;4;83;92653;4;4;3;1;1;0
1535;59;34;30;92084;1;1.3;1;0;1;1
728;62;37;18;92037;3;1.3;2;0;1;0
3443;43;18;30;93940;1;0.5;3;0;1;0
1237;31;6;81;95762;4;2.2;2;0;1;0
561;43;18;59;93943;1;3.7;3;0;1;0
2210;36;10;33;94080;3;0.9;1;0;0;0
3013;29;3;172;92373;2;4.5;1;0;1;0
4019;59;35;NA;94301;1;2.9;1;0;0;1
196;34;10;13;94577;4;1;1;0;1;0
1927;30;6;41;90095;1;2.4;2;0;1;0
3838;44;19;40;92350;4;0;2;1;1;0
1820;60;34;59;94110;1;1.6;1;0;1;0
2211;58;33;51;95006;2;1.9;2;0;0;0
4574;46;20;73;95616;2;0.8;3;0;1;1
