Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;<24, 48];Abril;292.63;0;0;9/04/2014;13;TAT sin contacto con Titular;2358.79;2011;0
<=10;<24, 48];Abril;2383.6;3191.44;0;24/04/2014;18;MCO  Msj Con Conyuge;13816.7;2012;1
<=10;<=24;Abril;1268.25;0;0;15/04/2014;10;TELF. NO CORRESPONDE;5172.41;2013;1
<=10;>48;Abril;216.12;216.87;216.99;8/04/2014;9;PAR  Promesa Parcial;5691.94;2013;0
<=10;<=24;Abril;459.29;476.58;118.13;11/04/2014;13;TELF. NO CORRESPONDE;3110.38;2013;0
<=10;<=24;Abril;914.98;0;0;1/04/2014;9;MCT  Msj Con Terceros;1144.12;2012;1
>10;<24, 48];Abril;279.76;279.76;0;29/04/2014;7;MCT  Msj Con Terceros;3122.6;2012;0
>10;>48;Abril;390.14;390.14;1175.59;23/04/2014;11;MCT  Msj Con Terceros;9155.19;2013;0
<=10;>48;Abril;1726.8;1671.76;28.61;8/04/2014;15;PAR  Promesa Parcial;75010.9;2013;0
<=10;<24, 48];Abril;220.09;448.27;677.58;15/04/2014;11;MCF  Msj Con Familiar;4708.9;2014;0
<=10;>48;Abril;490.28;0;0;21/04/2014;8;MCF  Msj Con Familiar;10462.1;2012;0
<=10;>48;Abril;3881.73;0;0;23/04/2014;11;TAT sin contacto con Titular;54310.9;2013;1
>10;<24, 48];Abril;397.85;0;0;9/04/2014;8;TELF. NO CORRESPONDE;2270.28;2011;0
>10;<24, 48];Abril;307.74;0;0;10/04/2014;10;MCT  Msj Con Terceros;4762.73;2011;0
<=10;>48;Abril;171.02;0;0;11/04/2014;16;TAT  Tratamiento al Titu;7634.35;2011;0
<=10;<24, 48];Abril;288.73;0;869.74;30/04/2014;12;MCF  Msj Con Familiar;4713.17;2013;0
<=10;<24, 48];Abril;107.21;68.52;87.32;1/04/2014;8;MCT  Msj Con Terceros;28529.7;2013;0
<=10;<24, 48];Abril;130.86;131.04;131.2;21/04/2014;11;PDP  Promesa De Pago;2188.13;2013;0
>10;<24, 48];Abril;98.87;0;892.4;10/04/2014;12;CIH  Generar Cita;22448.7;2012;0
<=10;>48;Abril;218.38;0;0;14/04/2014;14;MCF  Msj Con Familiar;3788.23;2012;0
<=10;>48;Abril;400.71;0;1208.52;16/04/2014;10;MCT  Msj Con Terceros;10018;2013;0
<=10;<=24;Abril;224.53;229.58;0;3/04/2014;15;IPT  Inbound PDP Total;1352.29;2012;0
>10;<24, 48];Abril;188.07;201.99;0;14/04/2014;12;MCT  Msj Con Terceros;793.07;2010;0
<=10;<24, 48];Abril;217.74;0;0;7/04/2014;9;MCT  Msj Con Terceros;16225.4;2012;0
<=10;>48;Abril;311.59;0;0;3/04/2014;10;MCF  Msj Con Familiar;9679.04;2013;0
<=10;<=24;Abril;1033.22;1392.74;0;28/04/2014;12;MCT  Msj Con Terceros;3845.86;2013;1
>10;<24, 48];Abril;480.45;731.51;0;10/04/2014;20;TELF. NO CORRESPONDE;3068.65;2012;1
<=10;<24, 48];Abril;251.79;0;0;11/04/2014;17;MCT  Msj Con Terceros;4033.94;2013;0
<=10;<24, 48];Abril;733.83;1470.06;210.16;30/04/2014;7;MCT  Msj Con Terceros;20856.8;2013;0
<=10;>48;Abril;98.07;0;0;3/04/2014;16;PDP  Promesa De Pago;605.82;2010;0
<=10;>48;Abril;130.35;175.26;389.15;3/04/2014;17;TAT  Tratamiento al Titu;10581.4;2013;0
<=10;<24, 48];Abril;214.86;214.86;214.86;1/04/2014;16;MCT  Msj Con Terceros;3148.37;2012;0
<=10;<24, 48];Abril;208.73;208.64;208.75;3/04/2014;14;PDP  Promesa De Pago;4249.78;2014;0
<=10;<24, 48];Abril;418.38;0;15.06;8/04/2014;7;MCF  Msj Con Familiar;8101.83;2012;0
<=10;>48;Abril;130.29;0;0;3/04/2014;12;MCF  Msj Con Familiar;2950.31;2013;1
<=10;<24, 48];Abril;306.43;0;0;23/04/2014;11;TELF. NO CORRESPONDE;6873.33;2013;0
>10;<24, 48];Abril;738.28;0;2224.08;28/04/2014;10;MCT  Msj Con Terceros;14470;2012;0
>10;<24, 48];Abril;162.47;354;148.32;14/04/2014;13;MCF  Msj Con Familiar;5515.47;2012;0
<=10;<24, 48];Abril;43.17;189.53;189.53;1/04/2014;15;CAN  Cliente Cancelo;5558.8;2012;0
<=10;<24, 48];Abril;213.88;214.38;644.62;30/04/2014;9;TELF. NO CORRESPONDE;4462.77;2013;0
<=10;<=24;Abril;338.21;509.42;0;29/04/2014;7;TELF. NO CORRESPONDE;3082.78;2013;1
>10;<24, 48];Abril;412.08;0;0;22/04/2014;9;MCT  Msj Con Terceros;1276.59;2011;0
<=10;<24, 48];Abril;513.22;0;0;10/04/2014;9;TELF. NO CORRESPONDE;27961.9;2012;0
>10;<24, 48];Abril;547.28;0;0;3/04/2014;19;MCF  Msj Con Familiar;14092;2012;0
>10;<24, 48];Abril;341.76;0;0;10/04/2014;10;MCT  Msj Con Terceros;2563.09;2011;0
>10;>48;Abril;359.06;359.44;359.76;9/04/2014;18;MCF  Msj Con Familiar;8157.6;2012;0
<=10;<24, 48];Abril;221.61;248.34;248.73;21/04/2014;13;PDP  Promesa De Pago;5002;2013;0
>10;<24, 48];Abril;788.87;0;0;7/04/2014;18;PDP  Promesa De Pago;5973.91;2012;0
<=10;>48;Abril;867.6;0;0;3/04/2014;19;MCT  Msj Con Terceros;17145.5;2011;0
>10;<24, 48];Abril;350.15;0;0;24/04/2014;8;TELF. NO CORRESPONDE;2533.76;2011;0
<=10;<=24;Abril;513.82;1556.5;1556.5;28/04/2014;7;MCT  Msj Con Terceros;2865.68;2013;0
<=10;<24, 48];Abril;98.43;0;0;29/04/2014;18;PDP  Promesa De Pago;17613.6;2013;0
<=10;<24, 48];Abril;386.31;75.79;184.12;7/04/2014;7;PDP  Promesa De Pago;8897.7;2013;0
>10;<24, 48];Abril;50.24;203.51;0;3/04/2014;13;MCF  Msj Con Familiar;1021.58;2011;1
>10;>48;Abril;192.44;264.38;691.05;7/04/2014;10;MCT  Msj Con Terceros;11214.8;2011;0
<=10;<=24;Abril;185.42;0;0;14/04/2014;7;PDP  Promesa De Pago;3515.2;2013;0
<=10;<24, 48];Abril;282.09;565.15;850.41;24/04/2014;18;MCT  Msj Con Terceros;4367.77;2012;0
>10;>48;Abril;271.83;0;0;4/04/2014;7;MCT  Msj Con Terceros;5631.22;2011;0
>10;>48;Abril;187.32;0;0;21/04/2014;11;MCT  Msj Con Terceros;6644.27;2012;0
<=10;>48;Abril;23.52;0;0;4/04/2014;10;MCT  Msj Con Terceros;9581.69;2013;0
<=10;<=24;Abril;179.26;179.26;180.65;24/04/2014;11;TELF. NO CORRESPONDE;1620.46;2013;0
<=10;<24, 48];Abril;2008.03;0;0;25/04/2014;11;MCT  Msj Con Terceros;25834;2012;1
<=10;<24, 48];Abril;282.81;282.94;0;10/04/2014;14;MCT  Msj Con Terceros;6513.29;2013;0
>10;<24, 48];Abril;800.23;799.51;1601.97;4/04/2014;11;MCT  Msj Con Terceros;17635;2012;0
<=10;<24, 48];Abril;93.61;0;0;4/04/2014;10;PDP  Promesa De Pago;14165.5;2013;0
<=10;>48;Abril;36.59;53.91;0;21/04/2014;11;MCT  Msj Con Terceros;4758.42;2013;0
<=10;<24, 48];Abril;2690.83;0;0;1/04/2014;9;MCE  Msj Con Empleada;26148.1;2013;1
<=10;<=24;Abril;1078.87;0;0;3/04/2014;7;MCT  Msj Con Terceros;26959.5;2013;0
>10;<24, 48];Abril;87.38;0;0;3/04/2014;16;MCT  Msj Con Terceros;957.55;2012;0
<=10;<24, 48];Abril;210.13;0;0;25/04/2014;14;TELF. NO CORRESPONDE;4210.32;2013;0
<=10;<24, 48];Abril;142.47;0;0;3/04/2014;11;TELF. NO CORRESPONDE;8508.64;2013;0
<=10;<24, 48];Abril;830.03;0;1734.56;30/04/2014;14;MCT  Msj Con Terceros;25119.3;2013;0
>10;<24, 48];Abril;233.11;233.35;231.01;11/04/2014;7;MCF  Msj Con Familiar;2038.2;2011;0
>10;>48;Abril;366.83;354.78;85.76;4/04/2014;14;MCF  Msj Con Familiar;7361.12;2012;0
<=10;<24, 48];Abril;270.13;0;0;8/04/2014;11;MCT  Msj Con Terceros;4148.41;2013;0
<=10;<24, 48];Abril;1376.77;1339.47;0;14/04/2014;12;MCF  Msj Con Familiar;9809.63;2013;1
<=10;>48;Abril;2317.19;0;0;11/04/2014;11;TELF. NO CORRESPONDE;74308;2012;0
<=10;<=24;Abril;230.4;229.75;230.07;15/04/2014;11;MCT  Msj Con Terceros;1422.93;2013;0
<=10;<=24;Abril;192.13;0;0;30/04/2014;8;MCF  Msj Con Familiar;725.24;2012;0
>10;<24, 48];Abril;279.79;0;0;29/04/2014;10;MCT  Msj Con Terceros;4493.59;2011;0
>10;<24, 48];Abril;324.63;0;0;29/04/2014;9;MCF  Msj Con Familiar;716.87;2011;0
>10;<24, 48];Abril;132.95;0;0;4/04/2014;7;TELF. NO CORRESPONDE;1970.59;2012;0
<=10;<24, 48];Abril;362.66;0;0;11/04/2014;7;TELF. NO CORRESPONDE;9276.23;2013;0
<=10;<=24;Abril;320.51;0;0;8/04/2014;20;MCT  Msj Con Terceros;2223.79;2013;1
<=10;<24, 48];Abril;232.58;131.76;231.32;16/04/2014;7;TELF. NO CORRESPONDE;5927.93;2013;0
>10;<24, 48];Abril;584.17;0;0;10/04/2014;17;MCT  Msj Con Terceros;2285.37;2012;1
<=10;<24, 48];Abril;1263.34;1882.63;0;28/04/2014;12;MCT  Msj Con Terceros;14880.9;2012;1
>10;>48;Abril;296.29;0;363.38;3/04/2014;8;TELF. NO CORRESPONDE;18639.8;2012;0
<=10;<24, 48];Abril;969.87;1296.96;0;16/04/2014;11;MCF  Msj Con Familiar;6052.29;2013;1
>10;<24, 48];Abril;2046.96;0;0;28/04/2014;14;MCT  Msj Con Terceros;6776.89;2010;1
<=10;<24, 48];Abril;99.3;281.12;241.19;9/04/2014;9;PDP  Promesa De Pago;4258.69;2012;0
>10;>48;Abril;802.6;0;794.84;29/04/2014;8;MCT  Msj Con Terceros;15695.4;2012;0
>10;>48;Abril;1126.37;0;0;7/04/2014;20;TELF. NO CORRESPONDE;5754.87;2011;1
>10;>48;Abril;1227.17;1640.4;0;4/04/2014;12;MCF  Msj Con Familiar;6721.15;2011;1
>10;<24, 48];Abril;1969.34;0;0;25/04/2014;9;TELF. NO CORRESPONDE;10241.7;2012;1
>10;<24, 48];Abril;358.67;358.61;358.54;7/04/2014;15;MCT  Msj Con Terceros;5025.22;2011;0
<=10;>48;Abril;365.93;0;365.46;7/04/2014;7;MCT  Msj Con Terceros;10525;2014;0
>10;<24, 48];Abril;50.47;100.16;100.06;25/04/2014;7;MCF  Msj Con Familiar;5887.07;2011;0
>10;>48;Abril;260.29;260.26;260.2;4/04/2014;15;TELF. NO CORRESPONDE;5951.54;2013;0
<=10;<24, 48];Abril;129.28;14.83;347.93;11/04/2014;12;TELF. NO CORRESPONDE;13044.3;2012;0
<=10;<24, 48];Abril;401.18;0;0;30/04/2014;9;TELF. NO CORRESPONDE;9300.81;2013;0
<=10;<24, 48];Abril;135.38;0;0;3/04/2014;15;MCT  Msj Con Terceros;1499.86;2012;0
<=10;>48;Abril;689.5;0;0;11/04/2014;18;PDP  Promesa De Pago;74535;2013;0
<=10;<=24;Abril;643.89;0;0;24/04/2014;8;MCF  Msj Con Familiar;11839.2;2013;0
<=10;<24, 48];Abril;825.66;0;0;4/04/2014;10;TELF. NO CORRESPONDE;24447.8;2013;0
<=10;<24, 48];Abril;397.22;0;0;7/04/2014;20;MCT  Msj Con Terceros;5152.72;2013;1
>10;<=24;Abril;364.35;0;0;25/04/2014;7;MCF  Msj Con Familiar;2749.37;2012;0
>10;<24, 48];Abril;27.05;415.62;415.81;4/04/2014;7;MCF  Msj Con Familiar;8092.63;2012;0
<=10;>48;Abril;576.63;0;0;1/04/2014;10;MCT  Msj Con Terceros;15210.5;2014;1
>10;<24, 48];Abril;622.51;0;0;15/04/2014;17;TELF. NO CORRESPONDE;10596;2011;0
<=10;<24, 48];Abril;600.79;397.15;561.58;16/04/2014;11;TELF. NO CORRESPONDE;13336.7;2012;0
>10;<24, 48];Abril;261.9;262.17;261.68;29/04/2014;10;PDP  Promesa De Pago;3084.44;2012;0
<=10;<24, 48];Abril;523.71;1049.84;1580.88;25/04/2014;11;MCF  Msj Con Familiar;10557.9;2012;0
<=10;>48;Abril;683.42;0;0;7/04/2014;9;MCF  Msj Con Familiar;16658.1;2012;0
>10;<24, 48];Abril;1127.39;0;0;1/04/2014;9;MCT  Msj Con Terceros;8062.07;2011;1
<=10;<24, 48];Abril;1067.87;364.48;0;28/04/2014;14;MCT  Msj Con Terceros;2144.64;2011;1
<=10;<24, 48];Abril;311.54;0;0;9/04/2014;18;MCT  Msj Con Terceros;8921.24;2014;0
<=10;<24, 48];Abril;188.42;0;0;7/04/2014;17;MCF  Msj Con Familiar;1161.22;2011;0
<=10;<24, 48];Abril;389.02;0;0;9/04/2014;7;MCT  Msj Con Terceros;9145.58;2013;0
>10;<24, 48];Abril;358.5;0;0;25/04/2014;10;MCF  Msj Con Familiar;5904.65;2011;0
<=10;>48;Abril;1047.01;0;516.19;14/04/2014;7;MCF  Msj Con Familiar;15368.3;2013;1
<=10;<24, 48];Abril;668.51;901;0;4/04/2014;8;TAT  Tratamiento al Titu;4346;2013;1
<=10;<24, 48];Abril;558.58;690.97;690.97;23/04/2014;11;TELF. NO CORRESPONDE;4325.21;2013;1
<=10;>48;Abril;771.86;0;0;3/04/2014;7;PAR  Promesa Parcial;20207.5;2012;0
<=10;<24, 48];Abril;1833.58;0;0;15/04/2014;11;PAR  Promesa Parcial;15416.1;2013;1
>10;>48;Abril;502.27;889.03;0;30/04/2014;17;MCT  Msj Con Terceros;7891.54;2012;1
<=10;<24, 48];Abril;263.31;263.31;1605.84;1/04/2014;9;TELF. NO CORRESPONDE;16279.6;2013;0
<=10;<24, 48];Abril;163.32;595.45;707.67;3/04/2014;15;PDP  Promesa De Pago;14574.3;2013;0
>10;<24, 48];Abril;454.43;193.42;1563.37;3/04/2014;20;TELF. NO CORRESPONDE;19403.4;2012;0
<=10;>48;Abril;516.86;0;0;11/04/2014;13;MCF  Msj Con Familiar;25457.5;2013;0
>10;>48;Abril;244.33;244.33;0;29/04/2014;10;MCF  Msj Con Familiar;5733.59;2012;0
<=10;>48;Abril;391.73;391.73;1174.71;21/04/2014;15;MCT  Msj Con Terceros;10264.5;2013;0
<=10;<=24;Abril;1545.44;2110.65;0;11/04/2014;14;MCF  Msj Con Familiar;8012.25;2013;1
<=10;>48;Abril;1067.24;0;0;3/04/2014;9;CIH  Generar Cita;51338.8;2013;0
<=10;<24, 48];Abril;3133.77;0;0;9/04/2014;16;TELF. NO CORRESPONDE;30587.8;2013;1
>10;>48;Abril;287.64;0;852.9;30/04/2014;11;MCE  Msj Con Empleada;4626.84;2011;0
<=10;<24, 48];Abril;530.86;0;0;21/04/2014;17;MCF  Msj Con Familiar;4962.92;2012;1
>10;>48;Abril;357.45;0;0;11/04/2014;14;TELF. NO CORRESPONDE;5091.12;2011;0
<=10;<=24;Abril;231.38;231.94;232.3;7/04/2014;16;PDP  Promesa De Pago;3920.79;2013;0
<=10;<24, 48];Abril;724.36;0;0;3/04/2014;9;PDP  Promesa De Pago;17775.2;2013;0
<=10;<24, 48];Abril;351.15;0;0;3/04/2014;10;PDP  Promesa De Pago;9756.51;2013;0
<=10;<=24;Abril;102.16;0;579.18;8/04/2014;9;MCT  Msj Con Terceros;4393.85;2012;0
<=10;<=24;Abril;924.49;0;0;4/04/2014;13;MCF  Msj Con Familiar;7895.53;2012;0
<=10;<24, 48];Abril;340.62;0;343.12;14/04/2014;7;TELF. NO CORRESPONDE;7597.65;2013;0
<=10;<24, 48];Abril;157.41;0;559.61;9/04/2014;11;MCT  Msj Con Terceros;3067.99;2013;1
<=10;<24, 48];Abril;28.41;0;0;1/04/2014;8;PDP  Promesa De Pago;15690.8;2012;0
<=10;<=24;Abril;227.78;0;196.79;23/04/2014;18;PDP  Promesa De Pago;4347.95;2013;0
<=10;<24, 48];Abril;382.99;382.99;1070.56;21/04/2014;8;TELF. NO CORRESPONDE;13370.9;2013;0
>10;<24, 48];Abril;419.08;0;0;9/04/2014;11;TELF. NO CORRESPONDE;17113.6;2012;0
<=10;<24, 48];Abril;337.99;0;0;4/04/2014;15;MCT  Msj Con Terceros;5396.76;2012;0
<=10;<24, 48];Abril;1410.66;1886.82;0;22/04/2014;19;TELF. NO CORRESPONDE;14887.4;2013;1
>10;<24, 48];Abril;201.06;0;1442.16;10/04/2014;13;MCF  Msj Con Familiar;11142.9;2012;0
<=10;<24, 48];Abril;610.31;0;1839.61;16/04/2014;7;TELF. NO CORRESPONDE;19046.1;2014;0
<=10;<24, 48];Abril;444.86;0;886.17;15/04/2014;13;MCT  Msj Con Terceros;7685.53;2011;0
>10;>48;Abril;605.09;0;0;11/04/2014;12;MCT  Msj Con Terceros;8180.72;2011;0
<=10;>48;Abril;182.05;0;0;15/04/2014;16;RPP  Recordar Promesa;4356.87;2013;0
<=10;<24, 48];Abril;1638.58;0;3307.66;30/04/2014;9;MCF  Msj Con Familiar;35962.5;2013;1
>10;<24, 48];Abril;322.56;316.85;277.26;30/04/2014;9;PDP  Promesa De Pago;869.59;2011;0
<=10;<24, 48];Abril;715.9;955.07;0;10/04/2014;18;PAR  Promesa Parcial;2896.89;2012;1
>10;<24, 48];Abril;548.1;0;537.14;9/04/2014;7;MCF  Msj Con Familiar;13500.6;2012;0
<=10;<=24;Abril;482.86;0;0;3/04/2014;10;TELF. NO CORRESPONDE;2738.43;2013;0
<=10;>48;Abril;581.33;585.63;584.88;21/04/2014;9;MCF  Msj Con Familiar;12738.7;2012;0
<=10;<=24;Abril;217.4;217.4;657.6;21/04/2014;10;TAT  Tratamiento al Titu;1024.01;2013;0
>10;>48;Abril;461.19;0;1383.08;30/04/2014;11;MCF  Msj Con Familiar;9808.69;2012;0
<=10;<=24;Abril;884.29;0;0;9/04/2014;15;MCE  Msj Con Empleada;5662.56;2013;0
>10;<24, 48];Abril;1020.3;1363.85;0;16/04/2014;18;TELF. NO CORRESPONDE;2607.86;2011;1
<=10;<24, 48];Abril;540.18;0;0;1/04/2014;8;PDP  Promesa De Pago;7119.04;2012;0
<=10;>48;Abril;483.38;0;0;10/04/2014;9;TELF. NO CORRESPONDE;12362;2013;0
>10;>48;Abril;563.66;0;562.17;4/04/2014;8;MCF  Msj Con Familiar;12222.2;2012;0
<=10;<24, 48];Abril;497.2;348.13;348.13;30/04/2014;19;PDP  Promesa De Pago;4750.04;2013;1
<=10;<=24;Abril;230.08;0;0;15/04/2014;15;TELF. NO CORRESPONDE;2111.37;2013;0
<=10;<24, 48];Abril;85.83;0;0;9/04/2014;7;PDP  Promesa De Pago;24796.4;2013;0
>10;<24, 48];Abril;192.18;0;0;8/04/2014;13;MCO  Msj Con Conyuge;4330.52;2011;0
<=10;<24, 48];Abril;30.76;0;0;7/04/2014;7;PDP  Promesa De Pago;4929.01;2013;0
<=10;>48;Abril;1182.67;0;0;3/04/2014;7;TELF. NO CORRESPONDE;9505.13;2013;0
>10;>48;Abril;642.18;966.22;0;30/04/2014;16;TELF. NO CORRESPONDE;4383.4;2011;1
<=10;>48;Abril;1180.84;0;3575.06;11/04/2014;12;MCT  Msj Con Terceros;34460.3;2013;0
<=10;<24, 48];Abril;755.79;0;0;23/04/2014;7;MCT  Msj Con Terceros;17323.1;2012;0
>10;<=24;Abril;659.8;0;0;1/04/2014;13;CAN  Cliente Cancelo;3860.75;2013;0
<=10;<=24;Abril;191.76;0;0;21/04/2014;9;TELF. NO CORRESPONDE;4148.03;2013;0
>10;>48;Abril;313.27;0;0;29/04/2014;16;TELF. NO CORRESPONDE;6193.41;2011;0
<=10;<24, 48];Abril;633.92;0;0;10/04/2014;20;MCT  Msj Con Terceros;5225.88;2012;1
>10;>48;Abril;59.57;0;0;15/04/2014;15;MCF  Msj Con Familiar;1590.15;2010;0
<=10;<24, 48];Abril;179.02;49.8;0;10/04/2014;11;MCT  Msj Con Terceros;12161.3;2013;0
>10;<24, 48];Abril;665.88;685.48;0;9/04/2014;15;MCT  Msj Con Terceros;15668.6;2012;0
<=10;>48;Abril;313.21;0;948.48;7/04/2014;7;PDP  Promesa De Pago;6884.82;2013;0
>10;<24, 48];Abril;300.05;0;0;3/04/2014;11;TELF. NO CORRESPONDE;2145;2011;0
<=10;<24, 48];Abril;241.98;244.1;143.05;8/04/2014;7;MCF  Msj Con Familiar;6347.59;2013;0
<=10;<24, 48];Abril;47.53;0;0;7/04/2014;19;PDP  Promesa De Pago;4775.77;2013;0
>10;<24, 48];Abril;299.44;285.35;281.34;14/04/2014;19;MCT  Msj Con Terceros;1453.38;2010;0
<=10;<24, 48];Abril;326.24;0;0;3/04/2014;10;MCT  Msj Con Terceros;8977.89;2013;0
<=10;<=24;Abril;341.67;1.56;687.05;11/04/2014;7;MCT  Msj Con Terceros;4983.16;2013;0
<=10;>48;Abril;176.02;58.47;0;22/04/2014;17;TAT  Tratamiento al Titu;28771.4;2013;0
>10;<24, 48];Abril;403.19;0;0;3/04/2014;11;PDP  Promesa De Pago;7264.26;2011;0
>10;>48;Abril;1011.62;1546.36;0;16/04/2014;20;MCT  Msj Con Terceros;3107.61;2010;1
<=10;>48;Abril;396.65;0;1194.6;8/04/2014;10;TELF. NO CORRESPONDE;10615.2;2013;0
<=10;<24, 48];Abril;2399.98;0;0;15/04/2014;9;MCT  Msj Con Terceros;20413;2012;1
>10;>48;Abril;116.11;0;0;10/04/2014;15;PDP  Promesa De Pago;8622.28;2012;0
<=10;>48;Abril;281.96;0;232.17;23/04/2014;20;MCT  Msj Con Terceros;7964.85;2013;0
<=10;>48;Abril;391.75;0;1319.79;10/04/2014;9;CIH  Generar Cita;17747.7;2013;0
<=10;>48;Abril;1256.76;1686.05;0;7/04/2014;16;MCT  Msj Con Terceros;10468.9;2013;1
<=10;<=24;Abril;103.05;0;0;8/04/2014;8;MCT  Msj Con Terceros;1353.61;2013;0
>10;<24, 48];Abril;446.44;0;446.84;23/04/2014;9;MCT  Msj Con Terceros;11079.2;2012;0
<=10;<24, 48];Abril;326.53;0;0;29/04/2014;7;TELF. NO CORRESPONDE;4251.37;2012;0
<=10;<=24;Abril;1328.74;0;0;24/04/2014;8;MCT  Msj Con Terceros;3947.36;2013;1
<=10;<24, 48];Abril;93.42;812.17;0;14/04/2014;10;TELF. NO CORRESPONDE;23940.3;2013;0
<=10;<24, 48];Abril;215.65;210.1;210.19;24/04/2014;11;MCT  Msj Con Terceros;2002.49;2012;0
>10;>48;Abril;373.72;287.62;287.62;15/04/2014;14;MCF  Msj Con Familiar;6401.03;2011;0
<=10;<24, 48];Abril;258.13;0;0;8/04/2014;7;PDP  Promesa De Pago;5062.8;2013;0
<=10;>48;Abril;324.4;0;0;10/04/2014;19;MCF  Msj Con Familiar;10987.9;2014;0
>10;<24, 48];Abril;221.1;221.1;665.96;9/04/2014;8;MCT  Msj Con Terceros;1385.32;2011;0
<=10;<=24;Abril;200.75;0;0;9/04/2014;9;TAT  Tratamiento al Titu;1118.26;2012;0
>10;<24, 48];Abril;722.35;0;0;3/04/2014;8;PDP  Promesa De Pago;14750.2;2012;0
<=10;<24, 48];Abril;110.8;0;0;10/04/2014;11;TELF. NO CORRESPONDE;3249.51;2013;0
<=10;<=24;Abril;270.86;0;0;9/04/2014;7;PDP  Promesa De Pago;2463.14;2013;0
>10;>48;Abril;388.94;0;0;4/04/2014;13;MCT  Msj Con Terceros;11196.3;2012;0
<=10;>48;Abril;347.13;396.23;0;21/04/2014;19;MCF  Msj Con Familiar;1860.96;2010;0
<=10;>48;Abril;1883.08;0;0;30/04/2014;11;MCT  Msj Con Terceros;27112.1;2013;1
<=10;>48;Abril;349.53;349.53;0;16/04/2014;7;MCT  Msj Con Terceros;7854.68;2012;0
>10;<24, 48];Abril;180.47;176.09;177.53;28/04/2014;8;MCF  Msj Con Familiar;1779.6;2012;0
<=10;>48;Abril;505.72;535.88;243.48;15/04/2014;10;MCT  Msj Con Terceros;17239.1;2013;0
>10;<24, 48];Abril;289.85;297.04;0;3/04/2014;15;MCT  Msj Con Terceros;602.27;2010;0
<=10;<24, 48];Abril;507.13;506.44;503.89;1/04/2014;17;MCT  Msj Con Terceros;13644.2;2013;0
<=10;<24, 48];Abril;732.68;0;0;15/04/2014;9;TAT  Tratamiento al Titu;19223.2;2013;0
<=10;>48;Abril;1006.68;0;2747.33;24/04/2014;13;MCT  Msj Con Terceros;24792.8;2013;0
<=10;<24, 48];Abril;33;33;0;23/04/2014;14;MCT  Msj Con Terceros;13225.9;2013;0
<=10;<=24;Abril;227.42;0;0;4/04/2014;8;MCT  Msj Con Terceros;2035.66;2012;0
>10;<24, 48];Abril;66.44;0;0;11/04/2014;9;MCT  Msj Con Terceros;1677.24;2012;0
>10;<24, 48];Abril;181.68;0;0;14/04/2014;14;MCT  Msj Con Terceros;2088.36;2012;0
<=10;<=24;Abril;931.26;0;0;16/04/2014;11;MCE  Msj Con Empleada;2803.84;2013;0
<=10;>48;Abril;430.39;0;0;11/04/2014;12;MCT  Msj Con Terceros;10093.3;2013;0
<=10;<24, 48];Abril;36.72;0;0;4/04/2014;8;PDP  Promesa De Pago;13845.3;2013;0
<=10;<24, 48];Abril;410.26;0;0;21/04/2014;7;TELF. NO CORRESPONDE;9389.22;2013;0
>10;>48;Abril;470.11;0;0;3/04/2014;18;TELF. NO CORRESPONDE;6685.9;2011;0
<=10;<24, 48];Abril;162.79;0;0;8/04/2014;9;PDP  Promesa De Pago;7305.91;2011;0
<=10;<=24;Abril;395.09;0;0;15/04/2014;19;MCT  Msj Con Terceros;629.64;2012;1
>10;<24, 48];Abril;74.66;737.58;737.58;29/04/2014;9;MCT  Msj Con Terceros;3702.07;2011;0
<=10;<24, 48];Abril;825.83;0;2493.28;25/04/2014;12;MCF  Msj Con Familiar;19280.3;2013;0
<=10;<24, 48];Abril;613.87;615.46;617.94;10/04/2014;7;PDP  Promesa De Pago;13288.7;2013;0
>10;>48;Abril;822.31;0;0;14/04/2014;7;PDP  Promesa De Pago;817.82;2010;0
<=10;<24, 48];Abril;626.6;629.23;0;21/04/2014;10;MCT  Msj Con Terceros;16752.5;2013;0
<=10;<24, 48];Abril;1219.07;0;0;2/04/2014;9;TELF. NO CORRESPONDE;12523;2013;1
<=10;<24, 48];Abril;810.34;788.27;729.55;7/04/2014;7;PDP  Promesa De Pago;24364.8;2013;0
<=10;<24, 48];Abril;350.95;350.87;1060.66;4/04/2014;8;TELF. NO CORRESPONDE;3843.65;2012;0
<=10;<24, 48];Abril;287.74;0;0;25/04/2014;11;TAT sin contacto con Titular;4381.92;2012;0
>10;<24, 48];Abril;244.65;0;0;22/04/2014;9;TELF. NO CORRESPONDE;2963.76;2012;0
<=10;>48;Abril;490.94;0;1478.14;21/04/2014;8;MCT  Msj Con Terceros;12361.4;2013;0
<=10;<24, 48];Abril;906.77;0;0;11/04/2014;9;MCT  Msj Con Terceros;3338.1;2011;1
>10;<24, 48];Abril;193.96;194.74;0;3/04/2014;15;MCT  Msj Con Terceros;2795.25;2012;0
<=10;<24, 48];Abril;689.54;690.34;690.34;10/04/2014;13;MCF  Msj Con Familiar;16831.3;2013;0
<=10;<24, 48];Abril;128.46;0;31.51;10/04/2014;8;PDP  Promesa De Pago;11103.2;2013;0
