ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
9692-TUSXH;Femenino;0;No;No;No;Fibra Optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;96.05;1740.7;18;Si;Si
7912-SYRQT;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);75.1;552.95;7;Si;Si
3557-HTYWR;Femenino;0;No;No;Si;DSL;Si;Si;No;Si;No;Si;Dos años;No;Cheque fisico;74.05;3496.3;47;Si;No
4816-JBHOV;Masculino;1;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;44.7;93.7;2;Si;Si
8920-NAVAY;Masculino;1;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);110.75;7053.35;62;Si;No
1699-TLDLZ;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.7;301.55;16;Si;No
5600-PDUJF;Masculino;0;No;No;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);49.5;312.7;6;Si;No
8292-TYSPY;Masculino;0;No;No;No;DSL;No;No;Si;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);55;1046.5;19;Si;Si
0567-XRHCU;Femenino;0;Si;Si;No servicio tel;DSL;Si;No;Si;No;No;Si;Dos años;Si;TarjetaCredito (automatico);43.95;2960.1;69;No;No
1867-BDVFH;Masculino;0;Si;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.35;834.2;11;Si;Si
2067-QYTCF;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;111.15;6953.4;64;Si;No
2359-QWQUL;Femenino;0;Si;No;No;Fibra Optica;Si;No;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);104.7;4134.85;39;Si;Si
9103-TCIHJ;Femenino;0;No;No;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque fisico;55.7;899.8;15;Si;Si
7407-SUJIZ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.6;541.5;25;NA;No
9150-KPBJQ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.65;116.85;6;Si;No
0052-DCKON;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;No;TransfBanca (automatica);115.8;7942.15;66;Si;No
3654-ARMGP;Femenino;0;No;No;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);88.65;5321.25;61;Si;No
9699-UBQFS;Femenino;1;Si;No;Si;Fibra Optica;Si;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;94.5;4156.8;NA;Si;No
9367-TCUYN;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.1;223.6;12;NA;No
1261-FWTTE;Masculino;1;No;No;No servicio tel;DSL;No;No;No;No;No;Si;Mes a mes;Si;TransfBanca (automatica);34.65;768.45;23;No;No
3528-HFRIQ;Masculino;1;Si;No;No servicio tel;DSL;No;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);52.3;3765.05;NA;No;No
0708-SJDIS;Femenino;0;No;No;Si;DSL;No;No;No;Si;Si;No;Mes a mes;No;Cheque fisico;65;2157.5;34;Si;No
4140-WJAWW;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);19.85;108.05;5;Si;Si
2073-QBVBI;Femenino;0;Si;No;No servicio tel;DSL;No;Si;No;Si;No;No;Un año;No;Cheque fisico;35.45;1391.65;41;NA;No
6928-ONTRW;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.7;1379.8;72;Si;No
3320-VEOYC;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.6;1273.3;14;NA;No
5231-FIQPA;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;NA;810.45;41;NA;No
6617-WLBQC;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;No;No;No;No;Un año;No;TarjetaCredito (automatico);81.85;1810.85;23;Si;No
2599-CIPQE;Masculino;0;Si;Si;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);109.3;7782.85;71;Si;No
6653-CBBOM;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.3;70.3;1;Si;Si
8774-GSBUN;Masculino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.4;1797.1;NA;Si;No
7326-RIGQZ;Masculino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.8;377.85;6;Si;No
1401-FTHFQ;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TarjetaCredito (automatico);20;445.3;23;Si;No
3247-ZVOUO;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;85.55;851.75;10;Si;Si
0254-FNMCI;Femenino;0;No;No;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;109.9;7624.2;72;Si;No
1848-LBZHY;Femenino;0;Si;No;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);50.3;355.1;7;NA;No
6101-IMRMM;Masculino;0;No;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque fisico;94.5;575.45;6;Si;Si
8118-TJAFG;Masculino;0;Si;Si;No;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;101.5;906.85;9;NA;No
5429-LWCMV;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;89.15;1057.55;NA;Si;No
7298-IZWLY;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.4;19.4;NA;Si;No
9758-MFWGD;Femenino;1;Si;Si;No servicio tel;DSL;No;Si;No;No;No;No;Un año;No;TransfBanca (automatica);29.9;1388.75;48;No;No
3955-JBZZM;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;78.8;1641.3;20;Si;No
1268-ASBGA;Femenino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);85.35;NA;16;Si;Si
8943-URTMR;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque fisico;79.65;152.7;2;Si;Si
4815-TUMEQ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque fisico;19.3;185.2;10;Si;No
4713-LZDRV;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;79.6;195.05;2;Si;Si
9909-IDLEK;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;No;Si;Si;No;Mes a mes;No;Cheque fisico;96.8;1826.7;20;Si;No
4092-OFQZS;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.65;417.5;20;Si;No
1561-BWHIN;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;NA;344.5;19;Si;No
4325-NFSKC;Masculino;1;No;No;Si;Fibra Optica;Si;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;90.6;1660;19;Si;Si
9927-DSWDF;Masculino;0;Si;No;No;Fibra Optica;Si;Si;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;104.6;NA;NA;Si;No
9500-LTVBP;Femenino;0;No;No;Si;Fibra Optica;No;No;No;Si;No;No;Mes a mes;No;TarjetaCredito (automatico);80.05;2835.9;NA;NA;No
7252-NTGSS;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;45.15;45.15;1;Si;No
8149-AIQCG;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);73.15;2730.85;39;Si;No
1360-JYXKQ;Femenino;1;Si;No;No;Fibra Optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;99.1;5437.1;54;Si;No
2955-PSXOE;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);20.2;20.2;1;Si;Si
7762-URZQH;Masculino;0;Si;No;Si;Fibra Optica;Si;No;Si;No;Si;Si;Dos años;Si;TarjetaCredito (automatico);106.05;6981.35;66;Si;Si
0899-WZRSD;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;Si;Si;Si;Mes a mes;Si;Cheque fisico;105.35;5794.45;56;Si;No
3255-GRXMG;Masculino;0;No;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);45.65;747.2;18;Si;No
4828-FAZPK;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);79.95;1267.95;16;Si;No
6094-ZIVKX;Femenino;0;No;No;No;DSL;Si;No;Si;No;No;No;Un año;Si;TarjetaCredito (automatico);54.45;3674.95;68;Si;No
6925-BAYGL;Femenino;1;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);25.1;1275.6;53;Si;No
3262-EIDHV;Femenino;0;Si;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);NA;5893.9;72;Si;No
7354-OIJLX;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.85;724.65;9;Si;No
1376-HHBDV;Femenino;0;No;No;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque fisico;48.8;1536.75;NA;Si;No
6907-NZZIJ;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;99.15;3615.6;36;Si;Si
6133-OZILE;Femenino;0;No;No;No servicio tel;DSL;No;No;Si;Si;No;No;Mes a mes;Si;Cheque electronico;35.2;607.3;18;No;No
4135-FRWKJ;Femenino;1;Si;Si;Si;DSL;Si;No;Si;Si;Si;No;Un año;No;Cheque electronico;76.25;4154.55;55;Si;No
2911-UREFD;Femenino;0;Si;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Mes a mes;No;Cheque electronico;55.9;2184.35;39;NA;Si
3744-ZRRDZ;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;82.35;1852.85;21;Si;Si
5673-TIYIB;Masculino;0;No;No;No servicio tel;DSL;No;Si;Si;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);40.4;77.15;2;No;Si
6551-ZCOTS;Masculino;1;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);24.9;847.8;33;Si;No
7191-ADRGF;Masculino;0;Si;No;No servicio tel;DSL;No;Si;Si;No;Si;Si;Dos años;No;TransfBanca (automatica);54.3;2390.45;44;No;No
5018-LXQQG;Femenino;0;Si;Si;No;DSL;Si;No;No;Si;No;Si;Mes a mes;No;TransfBanca (automatica);66.3;1923.5;30;Si;No
6892-BOGQE;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);20.9;1493.2;71;Si;No
1602-IJQQE;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;75.35;338.1;4;Si;Si
4628-WQCQQ;Masculino;0;No;Si;No;Fibra Optica;No;No;Si;No;Si;No;Un año;Si;Cheque electronico;85.15;3030.6;35;Si;Si
1746-TGTWV;Masculino;0;Si;No;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;TarjetaCredito (automatico);75.35;75.35;1;NA;No
5995-SNNEW;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.45;2184.85;23;Si;No
8050-WYBND;Femenino;0;No;Si;No servicio tel;DSL;No;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);49.45;1031.4;22;No;No
2821-WARNZ;Femenino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);NA;921.3;49;Si;No
4879-GZLFH;Femenino;0;Si;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;92.15;3875.4;42;Si;No
1644-IRKSF;Femenino;0;Si;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;93.8;3124.5;33;NA;Si
8314-HTWVE;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.85;NA;7;NA;No
9402-ROUMJ;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;Si;Si;No;Si;Un año;Si;TransfBanca (automatica);100.25;6689;67;Si;No
2507-QZPQS;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;Si;No;Si;Mes a mes;No;Cheque electronico;95.7;1451.1;15;Si;No
7159-NOKYQ;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Dos años;Si;Cheque electronico;93.15;6368.2;67;Si;No
5707-ZMDJP;Masculino;0;Si;Si;No;DSL;Si;Si;No;Si;Si;No;Dos años;Si;Cheque fisico;69.7;3729.6;53;Si;No
8779-YIQQA;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.8;350.1;21;Si;No
7136-IHZJA;Femenino;0;Si;Si;No;DSL;Si;Si;No;Si;No;Si;Mes a mes;Si;Cheque fisico;71.35;2847.2;40;Si;No
8966-OIQHG;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);20.75;452.35;22;Si;No
7074-STDCN;Masculino;0;No;No;No servicio tel;DSL;No;No;No;Si;No;Si;Mes a mes;Si;Cheque electronico;40.6;1494.5;39;No;No
3705-PSNGL;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque electronico;20.4;930.45;45;NA;Si
8739-QOTTN;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.35;41.85;NA;Si;No
1399-OUPJN;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.75;1272.05;57;Si;No
0277-BKSQP;Masculino;0;Si;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;54.4;475.1;8;Si;No
6502-HCJTI;Masculino;1;Si;No;Si;Fibra Optica;Si;Si;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);94.7;673.1;7;Si;Si
2606-RMDHZ;Masculino;0;No;No;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);30.5;208.7;6;No;Si
5774-XZTQC;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.45;150.75;7;Si;No
2676-SSLTO;Masculino;0;No;No;Si;DSL;No;No;No;Si;Si;No;Dos años;Si;TransfBanca (automatica);66.15;3199;49;Si;No
6266-QHOJZ;Femenino;0;No;No;Si;Fibra Optica;Si;Si;No;Si;No;No;Un año;Si;Cheque electronico;89.85;5844.65;65;Si;No
7269-JISCY;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Un año;No;TransfBanca (automatica);45.05;2462.6;55;Si;No
0363-SVHYR;Masculino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);86.85;6263.8;71;Si;No
8547-NSBBO;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;No;No;Mes a mes;Si;Cheque fisico;96.75;3403.4;NA;Si;No
8258-GSTJK;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;77;237.75;3;Si;Si
6861-OKBCE;Femenino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.1;221.35;11;Si;Si
9940-RHLFB;Femenino;0;No;No;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;75.3;75.3;1;Si;Si
6591-QGOYB;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;No;Mes a mes;Si;TransfBanca (automatica);106.65;1672.1;17;Si;No
9070-BCKQP;Femenino;0;Si;No;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);110.15;7881.2;72;Si;No
6421-SZVEM;Femenino;0;Si;Si;No;Fibra Optica;Si;No;No;No;No;Si;Un año;Si;TransfBanca (automatica);82.85;2320.8;28;Si;No
1328-EUZHC;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.1;370.5;18;Si;No
2995-UPRYS;Femenino;1;Si;No;No;Fibra Optica;No;Si;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);99.2;NA;40;Si;Si
8878-RYUKI;Femenino;0;No;No;No;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;59.45;3043.7;52;Si;No
9633-DENPU;Femenino;0;Si;No;No;DSL;No;Si;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);58.6;2723.4;47;Si;No
7811-JIVPF;Femenino;0;No;No;No;DSL;No;No;Si;No;No;No;Mes a mes;No;TarjetaCredito (automatico);49.7;1081.25;23;Si;No
7113-HIPFI;Masculino;0;Si;Si;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;Cheque fisico;65.85;4097.05;66;Si;No
8541-QVFKM;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;73.5;NA;NA;Si;No
6686-YPGHK;Masculino;1;No;No;No;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;No;Cheque fisico;85.5;4042.3;47;Si;Si
1383-EZRWL;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.05;164.85;7;Si;Si
9258-CNWAC;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);113.65;8166.8;71;Si;No
5371-VYLSX;Femenino;1;No;No;Si;Fibra Optica;Si;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;83.4;NA;NA;Si;No
6374-AFWOX;Masculino;0;Si;No;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;Cheque fisico;65.65;3047.15;46;Si;No
4759-TRPLW;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;70.4;70.4;1;Si;Si
5317-FLPJF;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);61.35;4193.4;NA;No;No
7621-VPNET;Femenino;0;Si;No;Si;Fibra Optica;No;No;Si;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);85.9;3729.75;42;Si;No
6034-YMTOB;Femenino;0;No;No;No;Fibra Optica;No;No;No;Si;No;No;Mes a mes;Si;Cheque fisico;75.65;NA;5;Si;No
8563-IIOXK;Masculino;0;Si;Si;No;DSL;Si;No;No;No;No;No;Un año;Si;Cheque electronico;49.75;331.3;7;Si;Si
4903-CNOZC;Masculino;0;No;No;Si;DSL;No;Si;Si;No;No;Si;Un año;No;TarjetaCredito (automatico);NA;1964.6;29;Si;No
4353-HYOJD;Femenino;0;Si;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque fisico;49.85;1336.15;27;Si;No
8020-BWHYL;Femenino;1;No;No;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);75.3;1147.45;15;Si;Si
7267-FRMJW;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.1;486.05;25;Si;No
2982-VPSGI;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94;1078.9;NA;Si;Si
4188-FRABG;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;Si;No;Mes a mes;Si;Cheque electronico;103.05;NA;57;NA;No
8199-ZLLSA;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);118.35;7804.15;67;Si;Si
4128-ETESU;Femenino;1;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque electronico;99.7;4747.2;47;Si;No
0620-DLSLK;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque fisico;81.9;1028.9;13;Si;No
4625-EWPTF;Masculino;0;No;No;No servicio tel;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;30.45;226.45;8;No;Si
5980-NOPLP;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;NA;4364.1;44;Si;Si
3850-OKINF;Masculino;0;Si;Si;Si;DSL;Si;No;No;No;Si;No;Un año;Si;Cheque electronico;66.2;4692.55;71;Si;No
6892-XPFPU;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.25;2433.9;24;Si;Si
8010-EZLOU;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;80.2;1217.25;15;Si;Si
1156-ZFYDO;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;19.75;19.75;1;Si;No
3295-YVUSR;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;72.6;154.3;2;Si;No
8016-NCFVO;Masculino;1;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;116.5;6382.55;55;Si;No
4119-ZYPZY;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Dos años;Si;Cheque electronico;106.8;7623.2;71;Si;No
5549-ZGHFB;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;24.95;1261.45;50;Si;No
7577-SWIFR;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;89.25;89.25;1;Si;No
0303-WMMRN;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.25;86.05;5;NA;No
6408-OTUBZ;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;No;Un año;Si;TransfBanca (automatica);104.55;6779.05;66;Si;No
5204-HMGYF;Femenino;0;Si;Si;No;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;Cheque fisico;87.2;NA;NA;NA;No
1078-TDCRN;Femenino;1;Si;No;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;30.75;NA;3;No;No
3727-OVPRY;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TarjetaCredito (automatico);25.7;1714.55;66;NA;No
3797-FKOGQ;Masculino;0;No;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;86.2;893.2;11;Si;No
7622-NXQZR;Masculino;0;No;No;No servicio tel;DSL;No;No;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);30.1;810.85;28;No;No
6196-HBOBZ;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;No;Dos años;Si;Cheque electronico;99.35;NA;NA;Si;No
3970-XGJDU;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);19.2;1123.65;62;NA;No
7017-VFULY;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.1;43.15;2;Si;No
5562-YJQGT;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.35;35.1;2;Si;No
8807-OPMBM;Femenino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);25.65;1388;55;Si;No
5439-WIKXB;Masculino;1;Si;No;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94.55;3851.45;41;Si;No
9874-QLCLH;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.2;1743.5;17;Si;Si
8294-UIMBA;Femenino;0;No;No;No;Fibra Optica;No;No;No;Si;Si;Si;Un año;Si;TransfBanca (automatica);94.4;2638.1;30;Si;No
