"","ID","Edad","Experiencia","Ingreso","Postal","Familia","credito","educacion","cuenta.de.ahorros","servicios.online","Mora"
"1837",4752,41,17,154,92697,1,1.7,1,0,0,1
"1838",585,40,16,114,91604,1,3.4,1,0,1,0
"1842",792,55,29,65,94501,4,2.8,2,0,1,0
"1843",1811,60,34,35,90025,1,0.2,1,0,1,0
"1844",2331,31,5,72,95133,4,1.8,2,0,1,1
"1845",2119,31,5,125,91320,2,1.3,1,0,1,1
"1846",1612,58,32,75,92096,2,2.3,3,0,0,0
"1847",237,43,18,89,93407,3,0.5,3,0,1,1
"1849",200,36,11,158,92152,1,5.1,3,0,1,1
"1850",1076,41,15,59,90024,4,0.2,3,0,0,0
"1851",4513,46,22,25,95747,4,0.6,1,0,1,1
"1853",116,65,40,81,92024,3,1.8,2,0,1,0
"1854",3584,30,3,33,95112,4,1.5,2,0,0,0
"1855",1731,41,17,51,94402,2,0.6,3,0,0,1
"1857",4166,63,38,135,91768,2,3.8,3,0,0,0
"1858",3047,37,12,63,95630,3,2.3,1,0,1,0
"1859",3292,53,28,38,94998,1,1.3,2,0,1,0
"1861",4065,63,39,50,94402,1,0,2,0,0,0
"1862",4616,37,12,84,93943,4,0.7,3,1,1,0
"1864",3979,43,18,19,92325,2,0.3,2,0,1,0
"1865",3704,67,41,78,94301,4,2.4,3,0,0,0
"1866",2997,42,18,103,91367,1,3.33,1,0,1,1
"1867",623,41,17,92,93555,2,1.9,1,0,1,0
"1868",406,36,11,133,90245,1,3.8,1,1,1,1
"1869",3638,39,14,104,94608,3,1,1,0,1,0
"1870",3699,38,12,59,96001,3,0.5,3,0,1,1
"1871",4683,55,25,44,92093,3,1,3,0,1,0
"1872",950,40,16,45,94720,3,0.6,2,0,1,0
"1873",4618,38,13,41,95521,3,0.5,3,0,0,1
"1874",4936,59,33,81,94022,2,1.4,1,0,1,0
"1875",3603,47,21,42,95841,4,0.1,1,0,1,1
"1876",1253,42,17,93,92182,4,1.9,3,0,0,0
"1877",1487,35,9,141,93022,2,4.5,2,0,0,0
"1878",4255,51,27,68,91711,1,1.6,3,0,1,0
"1879",1920,38,13,19,92069,2,1.4,2,0,0,1
"1880",17,38,14,130,95010,4,4.7,3,0,0,0
"1881",2255,46,22,53,90025,2,1.7,1,0,0,0
"1882",1142,32,7,143,91365,3,2.9,3,0,1,0
"1884",1239,28,2,63,91116,2,1.6,3,0,1,0
"1885",4110,27,0,30,93107,4,1,3,1,1,1
"1886",4601,54,24,75,93555,1,1.4,3,0,0,0
"1887",4186,26,2,82,91950,2,2.5,1,1,0,0
"1888",3337,60,34,11,94305,4,0.7,3,0,1,0
"1889",3835,48,22,28,94720,1,1.4,3,0,1,0
"1891",3184,44,17,12,94542,3,0.67,2,0,1,0
"1892",3562,30,6,31,94720,3,1,2,0,0,0
"1893",4915,65,39,94,92374,1,2,1,0,0,1
"1895",455,50,24,29,94110,3,0.9,3,0,0,0
"1897",4458,55,29,81,92843,3,1.7,2,0,1,0
"1899",4285,38,13,173,94305,2,3.3,1,0,0,0
"1900",518,54,27,43,92834,3,1,2,0,0,0
"1901",1043,64,34,50,95616,4,1.67,3,0,1,0
"1902",4507,39,13,89,92037,1,2.8,3,0,1,1
"1903",4862,49,24,18,95616,1,0.4,3,0,1,0
"1904",4597,37,13,61,95131,3,2.8,1,0,0,0
"1906",3968,40,15,22,94306,1,0.6,3,0,1,0
"1907",1079,51,27,39,92709,2,0.8,1,0,0,1
"1908",1133,34,9,55,94920,3,2.3,1,0,1,1
"1910",1097,43,18,29,90245,1,0.3,3,0,1,0
"1912",3961,62,37,48,92028,3,2.2,1,0,0,0
"1915",2989,46,21,205,95762,2,8.8,1,0,1,0
"1916",1209,50,26,48,91711,1,1.6,2,0,0,1
"1917",2435,38,12,93,95616,1,5.2,1,0,1,0
"1920",69,47,21,60,93407,3,2.1,1,0,1,1
"1921",4225,57,27,39,95929,3,1,3,0,0,1
"1923",3284,56,30,29,92152,4,0.7,2,0,1,0
"1925",3023,59,33,89,94608,4,1.9,2,0,1,1
"1927",3318,65,41,79,90035,3,2,3,0,0,0
"1928",2491,52,28,168,90404,3,6.5,3,0,1,0
"1929",55,29,5,44,95819,1,0.2,3,0,1,0
"1930",78,46,20,29,92220,3,0.5,2,0,0,0
"1931",1868,65,39,21,94553,2,0.4,1,0,0,0
"1932",2192,42,18,171,90027,2,8,1,0,1,0
"1933",4969,58,32,41,93022,4,2.5,1,0,1,1
"1934",3639,47,22,38,92866,4,1.9,3,0,1,0
"1935",4870,63,39,33,92121,3,0.1,3,0,0,1
"1936",4275,30,3,79,91380,4,2,2,0,1,0
"1937",2812,36,12,62,94065,4,0.1,2,0,0,0
"1938",460,35,10,200,91107,2,3,1,0,0,0
"1942",1131,58,32,191,94402,1,2.9,1,0,0,0
"1943",2736,36,12,70,92131,3,2.6,2,0,1,0
"1946",249,55,29,99,92121,2,1.4,1,0,1,1
"1947",4543,53,29,20,94131,1,0.2,1,0,1,1
"1948",189,64,40,169,91320,2,2.1,1,1,1,0
"1950",517,53,27,81,90009,3,1.7,2,0,0,0
"1952",2847,67,43,105,93711,4,1.7,2,1,1,0
"1954",985,50,25,15,92173,1,0.4,3,0,0,0
"1955",2277,29,3,172,92093,4,4.4,1,1,0,0
"1956",568,34,8,28,95112,3,0.9,1,0,0,0
"1958",3880,28,4,101,95136,3,2.5,1,0,0,0
"1959",3218,65,39,94,93022,4,4.1,1,0,1,1
"1960",3745,54,29,79,90025,3,1.6,3,0,0,0
"1961",1057,36,6,25,95020,1,0.67,3,0,1,0
"1962",527,26,2,205,93106,1,6.33,1,0,0,1
"1963",4489,30,4,50,91030,1,1.5,1,0,0,0
"1964",4009,61,31,154,94555,3,7.5,3,1,1,1
"1965",4381,37,13,64,94105,1,1.5,3,0,1,0
"1967",2811,58,34,45,93943,4,1.3,2,0,0,0
"1970",889,57,33,182,94114,2,3.3,3,0,0,0
"1971",1703,56,30,122,93555,2,0.5,1,1,0,1
"1973",300,41,15,159,90057,1,5.5,3,0,1,0
"1974",3103,49,25,30,90095,4,0.9,2,1,0,1
"1975",3427,31,5,115,90025,2,1.5,3,0,1,0
"1976",4283,26,0,195,92093,3,6.33,3,0,1,0
"1978",3038,27,2,158,95060,3,0.4,2,0,1,0
"1979",4292,46,21,34,90034,1,0.1,1,0,1,0
"1980",371,36,12,25,92101,4,1,1,0,0,0
"1981",3794,54,28,140,91711,1,2.9,1,0,1,0
"1982",346,51,27,12,92192,4,0.5,2,0,1,0
"1983",4761,50,25,18,95819,2,0,1,0,0,1
"1984",925,55,30,32,91330,4,0.1,3,0,0,0
"1985",2955,31,7,42,95822,1,2.4,2,0,1,1
"1986",1862,62,38,161,90274,1,2.9,1,0,1,1
"1988",3597,44,20,88,94720,1,4.7,1,0,0,0
"1989",4246,44,20,145,90630,1,3.5,1,0,0,1
"1990",3757,35,11,83,92122,2,2.2,1,0,0,0
"1991",3485,45,18,53,92104,3,2.5,2,1,0,0
"1992",3281,58,33,98,90277,1,2.6,1,0,0,0
"1993",1149,41,15,108,90034,1,5.2,1,0,0,0
"1994",316,24,-2,51,90630,3,0.3,3,0,1,0
"1995",3453,61,37,23,94720,3,0.4,2,0,0,0
"1996",3020,58,33,39,94132,2,2.3,3,1,1,0
"1998",4148,59,35,180,96008,2,6.5,2,0,1,1
"1999",1555,42,15,34,91302,3,1,2,0,1,0
"2000",2428,29,5,34,92675,4,0.4,2,0,1,0
"2003",4534,59,34,19,95762,2,0.5,2,0,1,0
"2004",2583,33,9,42,95010,1,2.1,3,0,1,0
"2006",4262,53,28,18,92507,4,0.8,1,0,0,0
"2007",4712,65,40,59,94022,3,2.4,1,0,0,0
"2008",4480,32,8,128,93117,2,4.33,1,0,1,0
"2009",2138,65,40,83,92354,4,0.1,2,0,1,0
"2010",1137,47,21,65,94086,1,1.5,2,0,1,0
"2012",2042,45,20,180,95403,3,8.5,2,0,0,0
"2013",1328,61,35,30,94720,2,0.2,3,0,1,0
"2014",1754,53,29,25,92008,2,0.4,1,0,1,0
"2018",1506,51,25,18,92109,1,0.3,3,0,0,1
"2019",1725,46,19,24,90025,3,0.67,2,0,1,0
"2021",4702,42,16,49,90034,1,2.8,1,0,0,0
"2022",4638,44,19,85,92054,4,1.9,3,0,1,1
"2023",3826,30,6,69,94305,4,3.4,1,0,0,1
"2024",2686,28,2,101,90280,4,2.1,3,0,1,0
"2025",431,51,26,113,94086,1,1.3,3,0,1,0
"2027",3234,46,20,111,95037,1,0,1,1,0,0
"2029",481,54,29,68,94998,3,1.6,3,0,1,1
"2030",4585,26,0,49,90089,3,2.4,2,0,0,0
"2031",3470,26,2,79,95630,2,2.5,1,0,1,0
"2032",1356,61,37,48,91910,1,0.8,1,0,1,0
"2033",1016,60,34,62,94303,1,0.8,2,0,0,0
"2034",1313,46,21,42,92691,1,2.4,1,0,1,1
"2035",57,55,30,29,94005,3,0.1,2,0,1,0
"2037",4481,55,30,145,92037,2,6,3,1,1,0
"2038",3447,56,32,120,90232,1,7.4,1,0,1,0
"2039",4868,38,12,61,94598,4,0.2,3,0,1,0
"2042",2049,28,4,43,94803,1,1.8,2,0,1,1
"2043",3723,42,17,60,93118,1,2.4,1,0,1,0
"2044",3110,60,34,40,93940,3,2.2,3,0,1,0
"2045",4195,63,37,31,95819,1,0.5,3,1,1,0
"2046",4979,57,27,63,90210,4,2,3,0,1,0
"2047",3102,55,31,91,93555,2,2.8,1,0,0,0
"2048",2666,35,9,105,90064,2,4.5,3,0,0,0
"2051",1900,59,33,34,94115,1,0.2,1,1,1,0
"2052",4756,59,35,151,93106,2,6,1,0,1,0
"2053",4120,30,5,85,92624,4,1.8,3,0,1,0
"2055",1025,58,33,122,93711,4,0.2,2,0,1,0
"2056",1856,65,39,30,94304,3,0.7,2,0,1,1
"2057",3650,53,29,85,92691,3,1.8,2,0,1,0
"2058",702,44,19,62,93106,3,0.8,3,0,0,1
"2059",969,55,31,90,92868,1,2.7,2,1,1,1
"2061",3420,35,10,34,95503,4,1.7,1,0,1,1
"2062",372,58,34,19,92029,4,0.7,1,0,0,0
"2064",3771,40,16,75,94306,3,2.33,1,0,0,0
"2066",1491,30,4,18,95020,4,0.3,2,0,1,1
"2067",4646,34,10,45,92038,1,1.7,1,0,0,0
"2070",2647,45,20,191,92007,3,2.6,3,0,0,0
"2071",4303,52,27,85,92037,3,3.4,3,0,0,0
"2072",4649,37,11,75,94704,3,0.9,2,0,1,0
"2074",381,63,33,34,94305,1,1.5,3,0,1,1
"2075",2877,24,-2,80,91107,2,1.6,3,0,0,0
"2076",949,30,4,81,92037,1,2.9,3,0,1,1
"2077",1369,46,21,40,94025,4,1.9,3,0,1,0
"2078",1227,60,36,14,90089,2,0.3,1,0,1,1
"2079",751,29,5,138,93106,2,4.33,1,0,1,0
"2081",2632,47,20,62,92521,1,2.67,2,0,1,0
"2082",1365,44,19,69,92129,4,0.4,1,0,0,0
"2083",2494,34,9,49,94025,1,2.5,3,0,0,0
"2084",3521,60,35,29,92126,3,1.3,2,0,0,0
"2085",4122,53,27,65,91711,4,2.8,2,0,0,1
"2087",3776,32,6,31,90275,2,2,3,0,1,1
"2088",916,53,28,184,94550,1,8.1,1,0,1,0
"2090",4265,57,31,40,94304,2,0.3,1,0,1,1
"2091",4573,32,7,81,95112,4,1.8,3,0,1,0
"2093",4082,60,35,155,92521,1,1.5,3,0,0,1
"2097",209,40,16,73,94110,4,2.67,1,0,1,1
"2098",3359,59,35,40,94536,4,0.4,1,0,0,0
"2099",4248,65,39,10,90210,1,0.8,2,0,1,0
"2100",2777,46,20,140,93106,2,6.3,1,0,1,1
"2101",626,52,28,64,95605,2,1,3,0,1,0
"2102",190,55,29,112,94043,2,1.4,1,0,1,0
"2104",3514,31,4,39,94501,2,1,2,0,0,0
"2105",1602,31,7,180,93407,1,4.3,1,0,0,0
"2106",4653,38,12,184,91311,3,8,1,0,1,0
"2107",3518,30,6,95,94234,1,3.9,3,0,0,1
"2108",4905,64,40,88,94305,1,3.8,1,1,1,1
"2109",4869,51,27,62,94063,2,3.2,3,1,0,1
"2110",3956,62,36,58,94501,1,0.8,2,0,0,0
"2111",4521,32,7,41,94706,4,2,2,0,0,0
"2112",3291,52,27,113,92038,1,0.1,3,0,0,0
"2113",2226,54,24,25,90505,4,0.4,3,0,0,0
"2114",2136,45,15,28,95039,1,0.75,3,0,0,0
"2115",3858,63,39,39,91711,1,1.9,2,0,0,0
"2116",647,58,33,61,90033,4,1.7,1,0,0,0
"2118",102,61,36,30,94608,3,1.3,2,0,0,0
"2119",4087,50,26,11,93106,4,0.2,1,0,0,0
"2122",1965,34,10,34,95060,1,1.5,2,0,0,1
"2124",3588,28,4,29,94080,3,0.1,2,0,1,0
"2125",202,35,9,20,94609,2,1.4,3,0,1,1
"2126",510,52,28,118,90503,2,6.8,1,0,1,0
"2127",4269,49,23,108,95616,2,2.4,2,0,1,0
"2130",2756,37,11,22,93711,3,0.1,2,0,1,1
"2131",1333,31,5,21,94309,1,0.4,2,0,1,0
"2132",465,43,19,83,94305,4,3.6,3,0,0,1
"2134",913,35,10,78,94105,1,2.6,2,1,1,0
"2135",2623,54,28,39,90245,4,0.7,2,0,1,0
"2136",453,39,13,21,94022,3,0.2,2,0,0,0
"2137",3090,31,5,23,94110,3,1,1,0,0,0
"2138",1464,35,10,94,91343,1,0,1,0,1,0
"2141",4944,26,0,12,96003,1,0.1,2,0,1,0
"2142",1377,63,39,45,92870,4,1.3,2,0,0,0
"2143",761,29,3,52,92122,3,1.1,2,0,1,0
"2144",2169,55,29,64,93063,4,2.6,3,1,1,0
"2145",2875,49,25,114,91380,1,2.5,3,0,1,0
"2146",586,34,4,83,92653,4,4,3,1,1,0
"2147",1535,59,34,30,92084,1,1.3,1,0,1,1
"2148",728,62,37,18,92037,3,1.3,2,0,1,0
"2149",3443,43,18,30,93940,1,0.5,3,0,1,0
"2150",1237,31,6,81,95762,4,2.2,2,0,1,0
"2151",561,43,18,59,93943,1,3.7,3,0,1,0
"2152",2210,36,10,33,94080,3,0.9,1,0,0,0
"2153",3013,29,3,172,92373,2,4.5,1,0,1,0
"2155",196,34,10,13,94577,4,1,1,0,1,0
"2156",1927,30,6,41,90095,1,2.4,2,0,1,0
"2157",3838,44,19,40,92350,4,0,2,1,1,0
"2158",1820,60,34,59,94110,1,1.6,1,0,1,0
"2159",2211,58,33,51,95006,2,1.9,2,0,0,0
"2160",4574,46,20,73,95616,2,0.8,3,0,1,1
"2161",3371,39,13,59,90033,3,0.9,3,0,1,0
"2162",246,35,11,25,92614,2,1,2,0,0,0
"2163",2126,44,20,93,91910,4,0.8,1,0,1,0
"2164",2911,46,22,102,95039,3,4.5,3,0,1,0
"2165",4421,62,38,149,92130,1,4.7,1,1,1,0
"2168",3672,50,25,18,93106,1,0.4,3,0,1,0
"2169",3381,64,38,21,95422,1,0.8,2,0,0,1
"2170",1552,50,25,192,94115,2,2.8,1,0,0,1
"2171",799,29,2,38,93063,1,2,2,0,0,0
"2172",4785,52,28,9,90405,2,0.2,1,0,0,0
"2174",3852,46,21,99,90277,2,3.8,3,0,1,0
"2175",4012,47,21,88,94304,2,1.7,2,0,1,0
"2176",834,61,35,63,94939,3,2.2,3,0,0,0
"2177",1202,35,8,38,95060,4,1,2,0,1,0
"2178",3462,57,27,64,92007,3,2,3,0,1,0
"2179",2766,54,29,28,92093,4,0.2,2,0,1,0
"2181",1403,55,29,172,95064,1,5.2,2,0,0,0
"2182",1650,29,4,73,95039,1,0.8,2,0,1,0
"2183",2502,44,18,90,95616,4,2.6,3,0,1,0
"2185",1330,28,4,32,90095,3,1,2,0,0,0
"2186",3910,33,7,111,90245,2,1.3,1,0,1,0
"2187",2941,27,3,43,90245,3,0.1,2,0,1,0
"2188",2420,63,37,44,94550,2,1,3,0,1,0
"2190",1401,32,8,78,90401,4,0.1,2,0,1,0
"2191",1583,43,19,170,92037,4,4.25,1,0,1,1
"2192",2934,47,22,42,95820,3,2.7,2,0,1,0
"2193",903,57,33,95,95054,2,1.6,1,0,0,0
"2194",4132,48,23,23,94534,4,0.4,2,0,0,0
"2195",457,64,39,42,92068,3,0.5,2,0,1,0
"2196",4590,31,7,13,93727,1,0.5,3,1,1,0
"2198",2842,37,11,190,94305,4,7.3,2,0,1,0
"2199",2135,50,24,68,95821,1,1.5,2,0,1,1
"2200",1321,31,7,192,90250,1,0,2,0,1,0
"2201",4097,38,14,49,90740,3,2.8,1,0,0,0
"2202",769,43,19,72,90024,2,1.7,1,0,1,0
"2203",652,28,4,58,92121,3,1.5,1,0,0,0
"2209",4835,49,23,70,94305,1,0.3,1,0,0,0
"2210",3395,25,-1,113,90089,4,2.1,3,0,1,0
"2211",2321,46,22,84,92692,4,2,3,1,1,0
"2212",489,37,13,43,94122,3,2.8,1,1,1,0
"2213",3168,62,38,58,94720,4,1.2,2,0,0,1
"2214",2393,44,20,138,94143,2,3.3,1,0,0,1
"2215",2569,46,21,34,92373,2,1.3,1,0,1,0
"2216",3398,31,6,170,94010,2,6.7,1,0,1,0
"2217",2550,41,15,63,95060,1,0.7,3,1,0,1
"2218",2840,58,33,75,90034,2,0,3,1,1,0
"2219",302,65,39,150,92120,2,6.9,1,0,0,0
"2220",293,30,5,38,94542,4,0.8,1,0,1,1
"2221",3834,33,9,83,93943,1,0.1,1,0,1,0
"2222",252,54,28,170,92182,2,6.2,2,0,1,0
"2223",1641,36,10,55,90009,1,2,1,0,1,0
"2224",844,64,39,73,94720,3,2.4,1,0,1,0
"2225",451,51,25,69,95747,1,0.3,1,0,1,1
"2226",4407,50,25,24,95133,4,0.4,2,1,1,0
"2227",2818,31,7,105,94025,1,4,1,0,1,0
"2228",3190,32,6,31,92675,1,0.3,1,0,0,0
"2229",2157,35,11,93,90747,2,2.7,1,0,1,1
"2230",3891,42,17,139,91101,2,2.9,3,0,1,0
"2231",186,39,14,115,91320,1,1,3,0,1,0
"2232",841,27,3,94,92373,2,0.2,1,0,0,1
"2233",1626,56,30,21,94542,2,0.7,2,0,1,0
"2234",3988,62,36,19,95833,2,0.2,3,0,1,1
"2235",4903,33,8,58,90505,2,2.5,1,1,1,0
"2238",1774,31,5,28,92037,4,0.8,1,0,0,0
"2239",2823,30,5,30,90245,4,0.8,1,0,1,0
"2240",285,44,19,69,92806,3,0.5,3,0,1,0
"2242",3753,55,30,82,93003,4,1.3,3,1,0,1
"2243",298,55,25,70,93720,3,1.4,3,0,1,0
"2244",4266,27,2,44,93943,4,0.6,2,0,1,0
"2245",2529,57,31,79,91335,3,4.4,1,0,0,1
"2246",1528,57,33,45,94117,1,1.8,3,0,0,0
"2248",2980,57,32,102,90210,1,2.6,1,0,1,0
"2249",1698,64,38,32,90065,3,0.7,2,0,1,1
"2251",3892,65,40,63,94701,3,0.5,2,0,1,0
"2253",2261,39,14,15,93561,2,0.3,2,0,0,0
"2254",2243,41,17,45,93437,1,1.8,1,1,1,0
"2255",3504,29,3,53,95814,4,2.1,3,0,1,0
"2257",1413,59,33,100,95064,2,2,1,0,0,0
"2258",4170,41,17,143,90059,2,2.7,3,0,1,0
"2259",900,30,3,172,91302,3,3.4,2,0,0,1
"2261",4963,46,20,122,90065,3,3,3,0,1,1
"2262",3707,58,33,51,94305,2,1.6,3,0,1,0
"2264",2738,57,31,159,94577,2,0.5,1,0,0,0
"2265",871,43,19,35,92106,3,0.5,1,1,1,0
"2266",2520,60,36,10,92121,2,1,1,0,1,1
"2267",4411,39,14,153,91614,2,3,1,1,0,0
"2269",1712,27,3,201,95819,1,6.33,1,0,1,0
"2270",1807,61,36,10,90740,1,0.1,1,0,0,0
"2271",932,27,3,43,91302,1,1,3,0,1,0
"2272",1020,29,3,30,91745,4,0.3,2,0,0,0
"2273",2535,56,30,90,94402,1,1.9,2,0,1,0
"2274",4794,45,21,59,94703,2,2.5,1,0,1,0
"2275",408,64,40,58,93437,1,1.8,3,0,1,0
"2276",2755,26,1,61,93943,4,2.2,1,0,0,0
"2277",3076,26,0,85,95616,2,1.6,3,0,0,0
"2278",428,32,7,35,92521,3,1.3,1,1,0,1
"2279",4204,59,33,88,93106,4,1.9,2,0,0,0
"2280",2978,35,10,161,94109,1,4.1,1,0,1,0
"2282",3482,52,26,34,93023,1,0.3,3,0,1,0
"2283",886,31,5,30,94304,4,0.3,2,0,1,0
"2284",2723,58,34,31,92126,4,0.4,1,0,0,0
"2285",3299,56,32,11,94110,2,0.3,1,0,0,0
"2286",1545,39,15,24,92123,1,1,1,0,1,1
"2288",4470,40,14,53,94025,3,0.5,3,0,1,1
"2290",1070,44,18,75,91203,2,3.5,1,0,1,0
"2291",3930,37,13,33,91773,4,0.4,2,0,0,0
"2292",4365,59,35,75,92121,4,2.3,3,0,0,0
"2295",4504,45,21,33,92374,3,0.5,1,1,1,0
"2296",4193,50,26,21,91768,1,0.2,1,0,1,0
"2297",4355,40,16,140,93940,3,5.6,1,0,0,0
"2298",322,44,20,101,92717,3,4.4,2,0,0,0
"2299",2928,43,17,124,94117,1,5.2,1,0,0,0
"2300",2282,57,32,31,95039,3,1.3,2,0,1,1
"2301",233,46,19,38,94122,3,2.5,2,0,0,0
"2302",3809,34,10,152,90089,2,6.5,1,0,0,0
"2303",2706,53,26,22,92831,1,0.5,2,0,1,0
"2305",2312,62,37,115,90245,4,3.4,2,0,1,1
"2306",2580,52,27,23,92780,1,0.4,3,1,0,0
"2307",2251,46,22,154,93109,1,5,1,0,1,0
"2308",3946,29,3,123,92821,3,5.6,3,0,1,0
"2310",3492,51,27,12,92697,2,0.4,1,0,0,1
"2311",323,63,39,101,92007,1,3.9,1,1,1,0
"2312",3071,28,3,74,91330,2,1.8,2,0,0,0
"2315",1345,49,25,93,93117,1,2.7,1,0,1,0
"2317",3222,40,16,44,93407,1,1.8,1,0,1,0
"2318",18,42,18,81,94305,4,2.4,1,0,0,0
"2319",2411,29,4,130,92630,2,6.7,1,0,0,1
"2320",2704,51,27,71,92521,1,2.6,2,0,0,1
"2321",1504,34,8,52,94720,4,2.2,2,0,0,0
"2322",837,42,17,74,92123,3,3,1,0,0,1
"2323",4589,35,10,85,95351,4,2.1,3,1,0,1
"2324",1691,26,1,102,95521,1,1.9,1,0,0,0
"2325",3394,37,11,81,95123,3,0.9,2,0,1,1
"2326",2287,62,36,42,94122,1,0.5,3,0,1,0
"2327",1684,55,29,33,92660,2,0.4,3,0,0,0
"2328",4044,49,23,64,94588,4,2.6,1,0,1,1
"2329",3714,46,20,74,90064,3,0.7,2,0,1,1
"2331",544,63,38,54,94704,3,2.4,1,0,0,1
"2332",1869,25,1,118,92833,1,5.4,1,1,1,1
"2333",3887,67,43,79,95616,4,1.7,2,0,1,1
"2334",4629,27,1,130,94801,3,2.9,2,0,0,0
"2335",353,52,28,91,92692,4,1,2,1,0,1
"2336",3072,32,8,74,93023,4,0.1,2,0,0,1
"2337",1516,54,28,28,94305,4,1.5,3,0,1,1
"2338",390,45,20,155,90024,1,7,1,0,1,1
"2339",4072,30,6,25,94304,3,1,2,0,0,1
"2341",2594,48,23,161,96003,4,7.9,3,1,0,0
"2342",1354,50,25,14,94124,1,0.4,3,0,1,1
"2343",4500,53,26,22,91304,1,0.5,2,0,1,1
"2344",1784,53,27,192,94720,1,1.7,1,0,1,0
"2345",4241,39,14,161,95064,1,4.1,1,0,0,0
"2346",1112,54,28,183,90071,1,1,1,0,0,0
"2349",981,38,13,114,92697,1,1,3,0,1,1
"2350",3987,38,14,182,92152,3,2.6,3,1,1,1
"2353",4582,37,13,59,94234,1,1.5,3,1,0,1
"2354",312,52,26,121,94550,1,7.3,1,0,1,0
"2355",3198,34,10,29,93555,1,1.5,2,0,1,0
"2356",1465,28,4,120,92333,2,0.6,1,0,1,0
"2358",1065,41,17,138,95008,3,6.9,2,0,1,0
"2359",4819,45,19,85,94112,2,1.7,2,0,1,0
"2360",2493,28,3,134,96091,2,3.1,1,0,1,0
"2361",858,49,25,30,95616,4,0.2,1,0,1,1
"2362",180,62,37,11,91942,1,0.1,1,0,1,0
"2363",44,39,15,45,95616,1,0.7,1,0,1,0
"2364",4872,46,22,53,95616,4,1.9,1,0,0,0
"2366",3568,51,26,43,91040,1,1.3,2,0,1,0
"2368",3243,38,14,33,92096,1,2,2,0,1,0
"2369",409,60,36,89,91745,2,2.8,1,0,1,0
"2370",3404,54,29,82,94709,3,3.7,2,0,1,0
"2372",4352,30,3,32,94132,1,2,2,0,1,1
"2373",24,44,18,43,91320,2,0.7,1,0,0,0
"2376",1031,61,35,112,90024,4,1.7,3,0,0,1
"2377",3717,55,29,65,91773,3,2.5,1,0,0,0
"2378",2544,64,39,24,94117,4,0.6,2,1,0,0
"2380",471,32,6,84,91006,4,1.8,2,0,0,0
"2381",4881,56,32,79,92037,3,2.67,1,0,1,0
"2383",4448,49,22,78,95616,3,2,2,1,1,0
"2384",4187,33,9,10,90005,4,1,1,0,0,1
"2385",3574,60,36,165,90095,3,5.6,1,0,0,1
"2386",678,46,21,204,92780,2,2.8,1,0,1,0
"2389",4113,34,9,65,95014,3,0.7,2,0,1,0
"2390",2759,62,36,35,94501,2,0.7,3,0,0,1
"2392",1228,39,13,30,92122,3,0.2,2,0,0,0
"2393",3348,65,41,78,92109,3,2,3,1,1,1
"2394",2979,56,30,24,94550,2,0.7,2,0,1,0
"2396",4699,48,22,162,94143,3,1.4,1,0,0,0
"2397",1711,31,5,29,95405,2,0.3,2,0,1,1
"2398",4311,65,41,170,94143,4,6.1,2,0,1,1
"2399",2313,48,22,83,91345,2,2.4,2,0,1,0
"2400",2416,45,21,11,94143,4,0.2,1,0,1,1
"2401",1023,27,3,118,95605,1,3.3,2,0,1,0
"2402",188,46,21,159,94305,3,1.9,3,0,1,0
"2404",2403,48,21,23,94720,3,0.67,2,0,0,0
"2405",1466,45,19,60,91911,1,0.7,3,1,1,0
"2406",1102,42,17,95,90095,3,0.5,3,0,0,0
"2407",2986,48,23,63,94606,4,3.6,3,0,0,0
"2408",2541,49,23,41,95521,4,0.1,1,0,1,0
"2410",45,46,20,104,94065,1,5.7,1,0,1,1
"2411",2238,30,5,134,92647,1,0,1,0,1,1
"2412",4799,44,20,62,91604,3,0.3,3,0,0,1
"2413",2855,49,24,79,94025,4,3.6,3,0,1,0
"2415",1768,41,14,74,92691,3,2.33,2,0,1,0
"2416",628,45,19,70,92677,3,2.1,1,0,1,0
"2417",996,28,3,45,94305,2,1.6,3,0,1,1
"2418",1115,32,8,39,95827,1,1.7,1,0,1,1
"2420",4345,53,28,181,95051,1,8.1,1,0,1,0
"2421",304,49,25,195,95605,4,3,1,0,0,0
"2424",3419,57,31,40,91775,3,1.4,3,0,1,1
"2425",800,29,3,39,95051,4,2.1,3,0,1,0
"2426",4637,41,16,78,95616,4,0.4,1,0,1,0
"2427",2793,54,30,44,95616,3,1.5,1,1,1,0
"2428",3365,41,15,41,94143,2,2.4,2,0,0,0
"2430",680,55,31,103,92093,3,1.8,2,0,0,0
"2431",1792,48,22,139,94309,1,0,1,0,1,1
"2432",2177,41,14,51,91320,3,2.33,2,0,1,0
"2433",1757,42,17,23,95053,2,0,3,0,0,0
"2434",2399,53,29,90,95053,2,0.3,1,0,0,1
"2435",1740,33,7,83,95211,1,2.5,1,0,1,1
"2436",1723,26,2,72,92647,4,2.6,1,0,1,0
"2437",2032,60,35,80,94608,3,0.5,1,0,1,0
"2438",3904,47,23,65,93943,1,0,1,0,0,0
"2439",1581,39,14,12,92093,2,0,3,0,0,0
"2443",426,28,3,28,90505,4,0.8,1,0,1,0
"2444",694,40,15,40,92096,2,2.2,3,0,1,0
"2445",2782,47,21,22,92037,1,0.2,1,0,0,0
"2446",272,40,14,70,94923,4,1.4,2,0,1,0
"2447",2641,39,13,81,94309,2,2.8,1,0,1,0
