Genero;Ocupación;Plan_Internacional;Min_En_Dia;Min_Internacionales;Reclamos;Llamadas_Internacionales;Desafiliado
Masculino;Otros;no;119.2;12.2;4;6;si
Femenino;Educación;no;224;9.6;0;2;no
Masculino;Negocios;no;19.5;7.9;0;1;no
Femenino;Educación;no;184.8;9.6;1;8;no
Femenino;Educación;no;176.3;11.3;1;5;no
Femenino;Negocios;no;241.7;11.1;2;2;no
Masculino;Proyectos personales;no;224.7;9.8;0;6;no
Femenino;Educación;no;207.3;8.6;1;4;no
Femenino;Otros;no;196.8;12.7;2;7;no
Masculino;Otros;no;110.9;15.8;1;9;no
Femenino;Educación;no;122.5;8;2;3;no
Femenino;Proyectos personales;no;226.9;13.2;2;5;no
Femenino;Negocios;no;187;10;2;8;no
Masculino;Educación;no;170.5;11.2;0;6;no
Femenino;Educación;no;204.8;9.5;0;3;no
Femenino;Otros;no;165.9;12;2;5;no
Femenino;Otros;no;154;9.5;4;3;si
Masculino;Educación;no;158.1;8.9;1;6;no
Femenino;Negocios;no;225.2;9.1;2;2;no
Femenino;Educación;no;159.4;9.7;6;2;si
Femenino;Negocios;no;172.7;11.7;2;1;no
Femenino;Otros;no;222.8;11;3;3;no
Masculino;Otros;si;214.1;10.1;1;3;no
Masculino;Educación;no;54.8;7.5;1;3;no
Masculino;Negocios;no;134;7.3;3;3;no
Femenino;Negocios;no;184.8;10.5;1;6;no
Femenino;Educación;no;283.1;11.3;3;3;no
Masculino;Negocios;no;291.8;9.9;0;2;si
Femenino;Educación;no;222.7;13.5;1;4;no
Femenino;Negocios;no;174.5;8.5;0;5;no
Femenino;Otros;no;68.4;10.4;0;4;no
Masculino;Proyectos personales;no;273;9.6;1;2;no
Masculino;Negocios;si;225.3;17.3;1;9;si
Femenino;Otros;no;283.2;7.2;1;6;no
Femenino;Negocios;si;131.4;11.1;1;2;si
Femenino;Educación;no;89.7;10.7;1;2;no
Femenino;Educación;no;127.1;5;3;3;no
Femenino;Negocios;no;105.9;10.7;1;5;no
Masculino;Negocios;no;142.3;6;2;11;no
Masculino;Negocios;no;191.3;6.4;2;3;no
Masculino;Negocios;no;201.9;13.7;0;5;no
Femenino;Proyectos personales;no;247.3;14.7;3;2;no
Femenino;Otros;no;242.2;8.9;1;1;no
Femenino;Otros;si;127.3;13.7;5;5;si
Femenino;Proyectos personales;no;162;10.9;1;7;no
Masculino;Negocios;no;179.1;10.6;2;1;no
Masculino;Otros;no;197.4;12.3;3;4;no
Masculino;Negocios;no;148.2;6.4;2;4;no
Masculino;Negocios;no;193.1;10.2;0;1;no
Masculino;Otros;no;171.7;7.8;1;6;no
Femenino;Otros;no;198.5;8.1;1;10;no
Masculino;Negocios;no;121.7;12.7;1;3;no
Masculino;Negocios;no;130.2;14;2;6;no
Femenino;Negocios;no;203.4;13.7;2;3;no
Masculino;Negocios;no;174.7;10.5;5;8;no
Masculino;Proyectos personales;si;241;9.9;1;1;si
Femenino;Otros;no;141.7;10.2;0;3;no
Femenino;Negocios;no;134.8;7.7;2;5;no
Masculino;Negocios;no;163.1;9;1;10;no
Masculino;Negocios;no;145.5;8.9;1;8;no
Femenino;Educación;no;329.8;10.6;0;6;si
Femenino;Educación;no;194.5;12.7;2;1;no
Masculino;Educación;no;131.9;7.1;1;4;no
Femenino;Negocios;no;150;8.5;1;3;no
Masculino;Proyectos personales;no;196.6;12.9;2;4;no
Femenino;Negocios;no;99.7;14.1;2;4;no
Masculino;Otros;no;143.6;10.8;3;5;no
Masculino;Proyectos personales;no;231.9;12.3;2;3;no
Femenino;Proyectos personales;no;37.8;14.2;3;5;no
Femenino;Proyectos personales;no;72.8;10.5;3;4;no
Femenino;Otros;no;94.8;11.4;1;5;no
Masculino;Educación;no;221.8;12.4;1;9;no
Masculino;Proyectos personales;no;269;7.3;2;4;si
Femenino;Proyectos personales;no;268.3;6.3;1;7;si
Masculino;Negocios;no;198.7;12.5;1;5;no
Masculino;Educación;no;115.5;11.5;7;7;si
Femenino;Proyectos personales;no;202.1;13.3;2;5;no
Masculino;Proyectos personales;no;215.6;12.4;1;6;no
Masculino;Educación;no;169.9;11.5;1;2;no
Masculino;Negocios;no;201.7;6;0;4;no
Femenino;Proyectos personales;no;221.1;8.4;4;3;no
Femenino;Proyectos personales;no;218.7;9.4;2;5;no
Femenino;Negocios;no;293.7;11;2;10;si
Femenino;Proyectos personales;no;120.3;7.7;4;3;si
Masculino;Educación;no;175.8;11.1;2;2;no
Femenino;Negocios;no;278.5;11.6;1;5;si
Femenino;Educación;no;236.3;7.2;3;2;no
Femenino;Otros;no;273.8;11.7;1;3;no
Masculino;Negocios;no;131.1;5.6;5;9;si
Masculino;Otros;no;167.4;11.2;4;3;no
Femenino;Proyectos personales;no;197.7;10.5;3;3;no
Masculino;Proyectos personales;no;169.5;9;2;7;no
Femenino;Negocios;si;225.2;11.7;0;4;no
Masculino;Otros;no;174.5;10.3;4;5;no
Masculino;Negocios;no;129.7;7.5;5;3;si
Femenino;Educación;no;200;11.4;3;2;no
Masculino;Educación;no;95.9;13.3;0;4;no
Femenino;Educación;no;152.8;9.1;1;2;no
Femenino;Otros;no;129.9;14.3;1;3;no
Femenino;Educación;si;268.4;9.7;2;8;si
Femenino;Proyectos personales;no;188.5;15.2;2;5;no
Masculino;Proyectos personales;no;170.6;6.1;1;1;no
Masculino;Educación;no;191.4;8.2;1;3;no
Masculino;Negocios;no;75.3;12.3;1;1;no
Masculino;Proyectos personales;no;149.8;10.9;2;7;no
Femenino;Negocios;no;115.9;7.1;1;4;no
Femenino;Otros;no;128.8;14.1;2;4;no
Masculino;Proyectos personales;no;131.7;11;1;5;no
Femenino;Educación;no;101.4;12.2;1;2;no
Femenino;Educación;no;149;9.5;4;5;no
Femenino;Otros;no;96.8;13.4;2;4;no
Femenino;Educación;no;107.5;12.6;2;3;no
Femenino;Educación;no;232.8;12.9;0;7;si
Masculino;Educación;no;121.1;8.3;3;5;no
Masculino;Educación;no;124.3;3.5;0;6;no
Masculino;Proyectos personales;no;157.7;13.8;1;3;no
Masculino;Proyectos personales;no;124.3;14.8;0;1;no
Masculino;Proyectos personales;no;286.4;6.9;1;6;si
Femenino;Otros;no;141.7;8.8;0;6;no
Masculino;Educación;no;173;4.8;0;3;no
Femenino;Proyectos personales;no;268.7;5.8;2;1;si
Femenino;Otros;no;218.5;9.4;0;6;no
Masculino;Educación;no;255.3;3.7;3;5;no
Masculino;Educación;no;41.9;11.4;1;5;no
Femenino;Proyectos personales;no;260.8;5.8;1;2;no
Masculino;Proyectos personales;no;239.4;7.7;0;3;no
Femenino;Negocios;no;226.7;10.2;0;1;no
Femenino;Otros;no;179.3;13.5;1;6;si
Femenino;Educación;no;158;10;1;5;no
Femenino;Educación;no;175.7;14.1;1;7;no
Femenino;Proyectos personales;no;157.4;8.8;3;3;no
Femenino;Negocios;no;113.1;6.9;1;2;si
Femenino;Otros;no;182.7;8.8;1;2;no
Femenino;Otros;si;161.3;14.1;0;3;si
Masculino;Negocios;no;142.5;7.5;2;2;no
Femenino;Negocios;si;190.5;9.7;2;2;si
Masculino;Proyectos personales;si;159.3;11.9;1;5;no
Masculino;Otros;si;153.8;9.2;1;6;no
Masculino;Educación;si;180.7;12;2;6;no
Masculino;Otros;no;202.7;12.1;0;7;no
Masculino;Negocios;no;190.8;8.9;0;6;no
Femenino;Negocios;no;205.1;9.2;2;6;no
Femenino;Proyectos personales;no;235.6;7.7;1;2;no
Masculino;Educación;no;189.3;7.4;0;3;no
Masculino;Otros;no;166.9;11.5;1;1;no
Masculino;Otros;no;245.2;7.5;0;4;si
Masculino;Otros;no;132.6;12.7;4;2;si
Femenino;Otros;no;182.3;11.6;2;7;no
Masculino;Proyectos personales;no;192.3;10.5;2;3;no
Masculino;Proyectos personales;si;122;10.8;2;2;si
Masculino;Negocios;no;193;9.6;2;2;no
Femenino;Negocios;no;158.6;9.1;0;3;no
Masculino;Negocios;no;91.5;12.7;2;8;no
Masculino;Otros;no;153.6;12.5;1;10;no
Masculino;Otros;si;221.6;11.5;1;3;no
Femenino;Proyectos personales;no;244.7;6.6;1;1;no
Femenino;Otros;no;239.8;9.5;0;4;no
Masculino;Proyectos personales;no;172.4;11;0;5;no
Femenino;Negocios;no;242.5;10;3;3;si
Femenino;Educación;no;117.6;11.3;2;10;no
Femenino;Otros;no;174.5;11.3;1;7;no
Masculino;Educación;no;157.3;12;1;7;no
Masculino;Educación;no;192;15.1;1;3;no
Femenino;Proyectos personales;no;218.2;8;1;1;no
Femenino;Educación;no;144.6;10.9;1;3;no
Femenino;Otros;si;153.6;14.1;0;4;si
Masculino;Proyectos personales;no;135.8;7.9;2;6;no
Masculino;Educación;no;160.7;8.2;0;5;no
Femenino;Negocios;no;202.5;7.8;1;2;no
Femenino;Proyectos personales;no;152.2;12.3;1;5;no
Femenino;Proyectos personales;no;227.4;4.7;0;7;no
Femenino;Otros;no;191.6;9.2;2;3;no
Masculino;Negocios;no;138.9;10.8;1;3;no
Masculino;Otros;no;127;6.1;0;6;no
Masculino;Negocios;no;168.6;7.3;1;4;no
Femenino;Proyectos personales;no;286.6;11.5;1;5;si
Masculino;Negocios;no;164.6;15.2;1;4;no
Femenino;Negocios;no;144;13;1;4;no
Femenino;Educación;no;141.6;10.2;0;11;no
Femenino;Educación;no;204.3;12;1;4;no
Masculino;Educación;no;163.2;6.2;1;10;no
Masculino;Otros;no;225;10.7;0;4;no
Femenino;Proyectos personales;no;176.1;8.5;2;6;no
Femenino;Educación;no;254.2;13.8;5;7;no
Femenino;Negocios;no;174.9;8.5;1;5;no
Masculino;Proyectos personales;si;187.3;9.6;0;2;si
Femenino;Otros;no;211.8;10.7;3;9;no
Femenino;Otros;no;241.9;11.7;0;6;no
Masculino;Proyectos personales;no;196.1;12.9;3;1;no
Masculino;Proyectos personales;no;231.3;12.4;3;2;no
Masculino;Otros;no;161.6;13.8;1;2;no
Femenino;Otros;no;194;11.9;0;5;no
Masculino;Proyectos personales;no;109.7;15.4;3;8;no
Femenino;Proyectos personales;si;277;8.3;1;3;no
Femenino;Educación;no;192.1;6.1;0;3;no
Femenino;Educación;no;198.4;13.1;0;4;no
Femenino;Negocios;no;209.2;9.5;0;3;no
Masculino;Proyectos personales;no;184.8;18.4;2;3;no
Femenino;Negocios;no;167.8;7.3;2;4;no
Masculino;Otros;no;139.2;11.8;3;3;no
Femenino;Educación;no;221.3;4.4;0;4;no
Masculino;Proyectos personales;no;121.6;8.9;1;2;no
Masculino;Otros;no;270.4;15.4;1;7;no
Femenino;Otros;no;139.6;8.8;2;4;no
Masculino;Otros;no;253;11.8;2;3;no
Masculino;Educación;no;183.9;15;1;3;no
Masculino;Proyectos personales;no;203.3;7.8;3;2;no
Femenino;Otros;no;200.6;7.7;3;2;no
Masculino;Negocios;no;167.6;13.4;2;6;no
Femenino;Proyectos personales;no;156.5;9.9;2;2;no
Masculino;Proyectos personales;no;215.1;10.6;1;10;no
Masculino;Educación;no;301.7;10.5;1;6;no
Masculino;Proyectos personales;no;152.3;11.3;7;5;no
Masculino;Educación;no;195.4;15.1;1;11;no
Femenino;Educación;no;208.7;8;2;3;no
Femenino;Otros;no;190.1;14.2;0;6;no
Masculino;Educación;no;185.4;8;4;3;no
Masculino;Proyectos personales;no;183.2;9.7;0;3;no
Femenino;Educación;si;54.2;8.6;1;2;si
Masculino;Otros;no;208;8.1;1;9;no
Masculino;Educación;no;230.3;13.2;1;4;no
Masculino;Proyectos personales;no;240.8;7.1;2;3;no
Femenino;Otros;no;195.7;5.3;2;3;no
Femenino;Educación;no;276.1;8.9;0;4;si
Femenino;Proyectos personales;no;166.1;16.2;2;3;no
Masculino;Educación;no;135.9;11.5;4;3;si
Femenino;Otros;si;189.1;13.9;2;3;si
Femenino;Negocios;no;177.9;11.5;1;4;no
Masculino;Educación;no;143.9;12.5;2;8;no
Masculino;Proyectos personales;si;148.2;8.6;2;3;no
Masculino;Educación;no;287.1;13.9;2;1;si
Masculino;Proyectos personales;no;179.7;9.3;1;8;si
Femenino;Educación;no;165.8;10.9;5;3;si
Masculino;Otros;no;144.1;14.5;1;3;no
Femenino;Educación;no;172.5;5.9;0;6;no
Femenino;Negocios;no;199.8;5.5;1;4;no
Masculino;Otros;no;109.1;10.9;2;5;no
Femenino;Negocios;no;171.8;9.7;1;5;no
Femenino;Otros;no;222.3;12.1;1;4;si
Masculino;Educación;no;245.8;11.2;0;7;no
Masculino;Educación;no;164.6;8;0;3;no
Masculino;Otros;no;211.7;7.4;0;7;no
Masculino;Proyectos personales;si;147.2;7.7;0;2;si
Masculino;Educación;si;254.7;8;0;3;si
Femenino;Proyectos personales;si;170.1;8.7;1;4;no
Masculino;Negocios;no;195.1;11.4;0;5;no
Masculino;Otros;no;149.3;7.9;7;4;si
Femenino;Proyectos personales;no;81.9;8.9;2;1;si
Femenino;Negocios;si;191.1;9.8;0;3;no
Masculino;Negocios;no;206.9;8.3;3;2;no
Femenino;Otros;no;239;13.5;1;8;si
Masculino;Otros;no;179.3;8;0;5;no
Femenino;Negocios;no;185.3;5.5;0;5;no
Femenino;Otros;si;141.4;8.1;2;3;no
Masculino;Negocios;no;248.6;12;1;1;no
Femenino;Educación;no;152.5;4.9;2;3;no
Masculino;Educación;no;145.6;11.4;1;7;no
Masculino;Educación;no;164.2;8.1;1;1;no
Femenino;Negocios;si;221;9.7;1;4;no
Femenino;Educación;no;295.4;11.5;1;2;si
Masculino;Otros;no;139.8;9.4;2;7;no
Femenino;Negocios;no;162.3;14.8;4;1;si
Femenino;Negocios;no;272.7;7.7;0;2;si
Femenino;Otros;si;200.3;12.9;2;3;no
Femenino;Proyectos personales;no;157.1;11.1;1;9;no
Masculino;Educación;si;135.8;12.3;2;7;no
Femenino;Educación;no;236.7;12.7;1;6;no
Masculino;Educación;no;111.4;5.5;3;6;no
Masculino;Otros;si;156.1;14.7;0;3;si
Femenino;Educación;no;191.1;12;2;4;no
Masculino;Otros;no;153;10.3;1;15;si
Femenino;Proyectos personales;no;218.8;10.3;4;3;no
Femenino;Otros;no;205.4;10.3;3;2;no
Femenino;Negocios;si;225.2;9.9;0;1;si
Femenino;Negocios;no;249.9;8.9;2;6;si
Masculino;Educación;no;131.6;10.2;3;5;no
Femenino;Negocios;no;197.9;10.1;0;9;no
Femenino;Otros;no;166.5;9.9;1;5;no
Femenino;Educación;no;225.4;12.9;1;3;no
Masculino;Proyectos personales;no;275.8;7.4;2;5;si
Femenino;Educación;no;142.9;10.8;1;6;no
Masculino;Otros;no;207.2;9.9;1;1;no
Femenino;Educación;no;206.2;10.2;1;6;no
Femenino;Educación;no;210.3;11.2;1;7;no
Masculino;Otros;si;225.7;14;1;7;si
Masculino;Negocios;no;167.8;14.5;4;4;si
Masculino;Proyectos personales;no;197.7;7;2;3;no
Femenino;Negocios;no;169.8;10.9;1;4;no
Masculino;Otros;no;190.6;9.8;2;1;no
Masculino;Negocios;no;80.3;12.8;2;3;no
Masculino;Negocios;no;231.7;12.1;0;2;no
Femenino;Proyectos personales;no;69.1;6.5;0;4;no
Masculino;Otros;no;188.8;8.2;4;7;no
Femenino;Otros;no;150.6;10.4;8;8;si
Masculino;Proyectos personales;no;192;5.5;2;4;no
Masculino;Educación;no;163.7;9.9;3;3;no
Femenino;Proyectos personales;no;211.7;6.5;1;9;no
Femenino;Proyectos personales;no;175.5;11.8;1;3;no
Masculino;Proyectos personales;no;150.1;11;2;3;no
Femenino;Educación;no;189.5;14.2;1;2;no
Femenino;Educación;no;70.8;9.5;6;1;si
Femenino;Proyectos personales;no;215.5;8.6;1;6;no
Masculino;Educación;no;101.7;9.4;3;6;no
Masculino;Otros;no;258.4;9.7;4;8;no
Femenino;Proyectos personales;no;242.4;11.8;1;6;no
Masculino;Educación;no;131.8;11.3;1;2;no
Masculino;Educación;no;190.2;9.8;2;6;no
Masculino;Negocios;no;154.1;9.8;2;4;no
Femenino;Educación;no;188;15.3;3;3;no
Femenino;Educación;no;103.1;11.2;1;5;no
Masculino;Otros;no;175.4;11.6;0;4;no
Femenino;Educación;no;145.4;10.9;1;1;no
Femenino;Educación;si;250.6;7.8;1;5;no
Masculino;Proyectos personales;no;161.5;8.6;1;5;no
Femenino;Negocios;no;260.1;10;1;2;si
Femenino;Proyectos personales;no;281.3;8.7;0;3;si
Femenino;Otros;si;130.1;13.6;3;5;si
Masculino;Educación;no;102;11.4;2;3;no
Femenino;Otros;no;218.7;12.1;1;4;no
Femenino;Negocios;no;128.5;6.8;1;6;no
Masculino;Educación;no;128.7;9.2;2;4;si
Masculino;Negocios;no;172.2;8.7;1;4;no
Femenino;Proyectos personales;no;199.2;7.6;1;3;no
Femenino;Otros;no;184.5;8.8;2;3;no
Femenino;Educación;no;168.6;10.9;0;7;no
Femenino;Negocios;no;174;6.7;1;3;no
Masculino;Proyectos personales;no;230.4;8.5;1;3;no
Masculino;Proyectos personales;no;198.2;5.1;1;5;no
Masculino;Proyectos personales;no;186.1;8;0;4;no
Femenino;Otros;no;148.5;6.8;1;2;no
Femenino;Otros;no;157.1;10;0;8;no
Masculino;Negocios;no;155;7;4;4;si
Masculino;Negocios;si;129.3;9.6;1;7;no
Femenino;Otros;no;188.5;6.1;1;6;no
Masculino;Educación;no;208.8;11.1;0;5;no
Masculino;Educación;no;238;11.8;0;10;si
Femenino;Otros;no;211.1;5.6;0;4;no
Femenino;Proyectos personales;no;198.9;12.6;3;4;no
Femenino;Educación;no;212.8;10.2;1;2;no
Masculino;Educación;no;137.4;12.4;3;2;no
Masculino;Negocios;no;191.8;12.8;2;3;no
Masculino;Negocios;no;149;13.9;0;11;no
Masculino;Negocios;no;117.1;11.1;3;4;no
Masculino;Proyectos personales;no;108;10.4;3;3;no
Masculino;Otros;no;112.8;10.1;0;5;no
Masculino;Educación;no;175.9;11;1;6;no
Femenino;Proyectos personales;no;236.6;11.1;1;2;si
Masculino;Proyectos personales;no;169.4;2;1;7;no
Femenino;Educación;no;129.6;9.4;3;10;no
Masculino;Otros;no;177.1;8;1;6;no
Femenino;Educación;no;133.3;13.5;1;2;no
Masculino;Otros;no;167.8;13;5;3;no
Femenino;Proyectos personales;no;174.6;9;1;4;no
Femenino;Negocios;no;150.3;12.5;2;4;no
Femenino;Proyectos personales;no;283.2;6.3;5;1;no
Masculino;Otros;no;157.8;8.7;5;2;si
Femenino;Educación;no;141.2;7;2;2;no
Femenino;Proyectos personales;no;230.2;10.4;1;2;no
Masculino;Educación;si;237.8;15.6;2;6;si
Masculino;Otros;si;204;13.3;3;3;si
Femenino;Proyectos personales;no;221.1;7.4;1;3;no
Femenino;Otros;no;177.2;12.7;4;2;no
Femenino;Negocios;no;118;5.3;1;5;no
Femenino;Educación;no;163.8;15.7;0;4;no
Femenino;Otros;no;141.3;9.4;3;3;no
Femenino;Otros;no;272.5;16.4;3;5;si
Masculino;Educación;no;118.9;8.2;2;5;no
Masculino;Otros;no;7.9;12.1;0;1;no
Femenino;Negocios;no;159.5;10.2;0;4;no
Masculino;Educación;no;150.2;12.1;1;2;no
Femenino;Educación;no;144.5;12;2;7;no
Femenino;Educación;no;140.7;12.4;2;4;no
Masculino;Negocios;no;169.2;12.6;1;3;no
Masculino;Negocios;no;220.8;7.6;2;3;no
Masculino;Educación;no;216.3;4.5;0;3;no
Masculino;Proyectos personales;no;169.5;10.6;0;7;no
Femenino;Otros;no;256.3;11.7;1;1;no
Masculino;Negocios;no;179.7;7.6;1;3;no
Masculino;Educación;no;266;13.1;3;6;no
Femenino;Negocios;no;96.7;9.7;2;3;no
Femenino;Negocios;no;82.7;10.9;0;9;no
Femenino;Proyectos personales;no;168.2;10.1;3;3;no
Femenino;Otros;no;286.4;10.7;1;14;si
Femenino;Educación;no;174.3;12.9;3;5;no
Masculino;Proyectos personales;si;190.6;13;1;6;no
Masculino;Educación;no;175.5;17.8;4;3;no
Femenino;Educación;no;133.4;11.1;1;7;no
Femenino;Proyectos personales;no;204.6;6.6;3;2;no
Femenino;Educación;no;242.2;6.2;3;6;no
Femenino;Educación;no;253.1;11.9;3;4;no
Femenino;Negocios;no;130;8.3;0;4;no
Masculino;Otros;no;105.9;12.7;0;7;no
Femenino;Proyectos personales;no;194.2;9.3;3;7;no
Masculino;Negocios;no;183.8;6.1;1;2;no
Femenino;Proyectos personales;no;196.5;10.8;2;2;no
Femenino;Educación;no;184.5;13.7;3;3;no
Masculino;Negocios;no;261.9;13.8;0;4;no
Femenino;Proyectos personales;no;202.4;9.2;3;5;no
Femenino;Negocios;no;167.4;9.5;3;4;no
Femenino;Educación;no;167.7;7.5;1;11;no
Masculino;Educación;no;191.7;11.1;1;4;no
Femenino;Educación;no;240.2;5.2;2;1;no
Femenino;Educación;no;189.1;11.1;1;4;no
Femenino;Educación;no;127.7;10.6;1;7;no
Femenino;Proyectos personales;no;205.2;13.4;1;3;no
Femenino;Negocios;no;153.6;12.6;2;3;no
Masculino;Negocios;no;154.5;13.4;2;3;no
Femenino;Proyectos personales;no;153.7;14.1;1;6;no
Masculino;Negocios;si;171.2;10.8;1;3;no
Femenino;Educación;no;328.1;8.7;1;3;si
Masculino;Otros;si;145.9;14.4;0;10;si
Femenino;Otros;no;201.2;11.8;1;1;no
Masculino;Negocios;no;139.1;11.4;5;9;no
Femenino;Educación;no;118.9;13.2;2;10;no
Femenino;Otros;no;217.6;10.4;2;4;si
Masculino;Proyectos personales;no;145;14.6;1;2;no
Femenino;Otros;no;203.5;8.7;3;3;no
Femenino;Educación;no;240.1;8;3;6;no
Femenino;Educación;no;83.8;6.7;1;8;no
Masculino;Negocios;no;269.8;10.1;1;8;si
Femenino;Educación;no;126.3;10.6;1;2;no
Femenino;Negocios;no;88.1;9.7;2;1;no
Femenino;Otros;no;218.5;9.9;2;4;no
Masculino;Negocios;no;236.8;11.2;1;8;no
Masculino;Proyectos personales;no;124.1;6.4;3;5;no
Femenino;Otros;si;184.2;10;0;10;no
Masculino;Educación;no;222.7;13.6;4;4;no
Femenino;Otros;no;149.2;11.1;1;5;no
Femenino;Educación;no;206.5;12.2;3;4;no
Masculino;Educación;no;159.7;9.6;3;9;no
Femenino;Otros;no;204.7;7;2;2;no
Femenino;Proyectos personales;no;213.2;7.5;1;4;no
Femenino;Proyectos personales;si;269.6;8.2;1;6;no
Masculino;Educación;no;116.7;9.7;2;6;no
Femenino;Negocios;no;263.4;13;0;4;no
Masculino;Proyectos personales;no;140.2;7.1;1;2;no
Femenino;Educación;no;197.7;13.5;1;3;no
Femenino;Educación;no;136.2;13.3;3;7;no
Femenino;Proyectos personales;no;88.5;11.5;2;3;no
Masculino;Proyectos personales;no;215.3;12.1;0;9;no
Femenino;Proyectos personales;no;269.2;8.9;3;2;si
Femenino;Otros;no;203.8;7.3;0;5;no
Masculino;Educación;no;268.4;10.3;0;3;no
Masculino;Proyectos personales;no;159.1;10.3;1;4;no
Masculino;Proyectos personales;no;114.4;10.1;2;5;no
Femenino;Proyectos personales;no;138.9;9.2;2;3;no
Femenino;Otros;no;186;12.2;1;6;no
Masculino;Otros;no;170.4;15.1;0;5;no
Femenino;Negocios;no;164.5;9.9;4;3;no
Femenino;Negocios;no;168.6;12.3;1;4;no
Masculino;Proyectos personales;no;261.2;9.8;0;2;si
Masculino;Proyectos personales;no;190.5;13.1;1;5;no
Femenino;Proyectos personales;no;181.1;4.2;2;9;no
Masculino;Otros;no;177.1;6.5;3;6;no
Masculino;Otros;no;160.5;11.3;1;4;no
Masculino;Educación;no;134.7;6.6;2;5;no
Femenino;Educación;no;198.2;8.8;2;1;no
Masculino;Proyectos personales;si;228.9;10.1;4;2;si
Masculino;Proyectos personales;no;241.7;13.1;0;3;no
Masculino;Proyectos personales;no;131.1;4.3;1;4;no
Femenino;Negocios;no;234.1;13.1;2;9;no
Femenino;Educación;no;200.1;11.9;0;5;no
Femenino;Negocios;no;154;10.1;1;7;no
Masculino;Educación;no;224.2;9.8;0;4;no
Masculino;Proyectos personales;no;148.3;8.3;3;6;no
Femenino;Negocios;no;174.6;8.8;2;5;no
Masculino;Educación;no;138.5;11.1;1;7;no
Femenino;Negocios;no;109;12.6;1;2;no
Femenino;Otros;no;162.3;11.1;4;8;no
Masculino;Otros;no;210.8;16.4;2;3;no
Femenino;Educación;no;142.4;11.1;1;7;no
Femenino;Proyectos personales;no;223.5;10.6;2;5;no
Femenino;Otros;no;182.5;7.5;2;2;no
Masculino;Otros;no;219.6;10.8;2;4;no
Femenino;Negocios;no;193.6;12.9;0;3;no
Femenino;Negocios;no;192.4;11;0;6;no
Masculino;Negocios;no;236.2;13.3;0;4;no
Femenino;Proyectos personales;no;233.2;16.1;0;4;no
Femenino;Negocios;no;158.8;9.8;2;4;no
Femenino;Proyectos personales;no;126.1;9.8;1;4;no
Femenino;Negocios;no;290.4;10.1;3;5;si
Masculino;Educación;no;60.6;13.3;0;7;no
Femenino;Otros;no;148.4;6.9;0;6;no
Masculino;Otros;no;246.5;12.7;2;3;no
Masculino;Proyectos personales;no;298.1;9.7;2;4;si
Masculino;Proyectos personales;no;119.3;10.9;2;4;no
Femenino;Otros;no;242.5;9.6;0;7;no
Femenino;Negocios;si;222.1;13.6;0;2;si
Masculino;Educación;no;236.2;10.1;2;6;si
Masculino;Otros;no;144.2;9.5;0;4;no
Femenino;Proyectos personales;no;154.6;12.6;3;1;no
Masculino;Proyectos personales;no;137.4;10.2;2;6;no
Femenino;Educación;no;103.7;14.4;0;1;no
Masculino;Educación;no;136.6;12.2;4;2;si
Masculino;Negocios;no;289.8;11.7;2;4;si
Masculino;Otros;no;260.9;13.3;3;5;no
Masculino;Negocios;si;196.2;15.2;0;1;si
Masculino;Otros;no;195.6;14.2;1;4;no
Femenino;Educación;no;222.2;11.9;4;7;no
Femenino;Otros;si;172.9;9.8;0;1;si
Masculino;Proyectos personales;no;249.8;11.6;0;4;si
Femenino;Negocios;no;154.5;13.7;1;3;no
Masculino;Educación;no;90.4;12.7;1;2;no
Femenino;Otros;no;268.8;16.4;0;3;no
Masculino;Educación;no;106.1;8.1;1;3;no
Femenino;Proyectos personales;no;27;10.7;3;3;no
Femenino;Educación;no;140.1;3.8;1;10;no
Masculino;Negocios;no;245;9.7;1;6;no
Masculino;Negocios;no;196.7;11.2;3;5;no
Masculino;Negocios;no;131.2;10.2;2;6;no
Masculino;Negocios;no;149.6;7.4;2;4;no
Masculino;Otros;no;239.8;10.9;1;10;no
Masculino;Proyectos personales;no;142.1;11;1;4;no
Femenino;Educación;no;115.4;6;3;3;no
Masculino;Otros;no;193;10.3;2;8;no
Masculino;Proyectos personales;no;206.1;13;1;1;no
Masculino;Educación;no;160.3;11.2;0;2;no
Femenino;Proyectos personales;no;199.9;11.3;1;7;no
Femenino;Otros;no;213.1;8.9;0;3;no
Femenino;Otros;no;178.3;10.9;3;1;no
Femenino;Otros;si;252.3;12;3;5;si
Masculino;Otros;no;197.7;13.2;4;5;no
Femenino;Educación;no;111.1;6.6;2;3;no
Masculino;Proyectos personales;no;96.5;12.5;1;3;si
Femenino;Proyectos personales;no;156.9;11.3;3;5;no
Masculino;Negocios;no;123.3;12.7;1;2;no
Femenino;Educación;no;193.7;10.8;1;5;no
Femenino;Educación;si;206.9;10.9;0;4;no
Femenino;Educación;no;249.8;12.7;3;4;si
Femenino;Proyectos personales;no;144;10;1;7;no
Femenino;Proyectos personales;no;299.5;11.6;0;5;no
Femenino;Educación;no;226;12.6;2;4;si
Femenino;Educación;no;137.6;9.6;2;6;no
Masculino;Educación;si;211.7;11.1;1;3;no
Femenino;Proyectos personales;no;89.7;9.5;2;4;no
Masculino;Educación;si;197.6;12.5;2;8;no
Femenino;Educación;no;270;12;2;5;si
Femenino;Proyectos personales;no;224.7;11.3;3;11;no
Femenino;Negocios;no;194.3;10.2;2;2;no
