Id_cliente;Edad;Genero;Venta_total;N_Compras;FechaCompra;MontoCompra;MetodoPago;Tiempo;Navegador;Boletin;Vale
509571;48;1;316.6;6;01.07.21;42.479;0;616;0;1;1
509572;35;0;93.8;2;01.11.21;37.008;1;469;0;1;0
509573;24;1;169.2;10;21.11.21;19.008;2;688;0;0;0
509574;52;0;127.3;4;18.07.21;34.571;1;528;0;1;0
509575;54;1;148.9;3;19.08.21;45.1;2;953;0;1;0
509576;39;0;115.8;3;13.09.21;28.752;2;763;0;1;0
509577;45;1;556.8;16;10.07.21;34.197;1;909;2;0;1
509578;45;0;154.3;3;09.03.21;44.625;0;1004;2;1;0
509579;53;0;94.1;2;06.06.21;42.309;2;624;0;0;0
509580;45;1;140.6;3;30.03.21;44.463;1;717;0;1;0
509581;20;0;19.6;1;19.06.21;18.513;1;1020;0;1;1
509582;60;0;372.8;7;13.08.21;43.605;1;814;0;1;0
509583;49;1;156.9;8;18.03.21;19.865;2;834;2;0;1
509584;30;1;59;2;02.04.21;31.01;2;966;0;0;0
509585;24;1;1187.2;8;28.10.21;82.082;0;901;2;0;0
509586;42;1;224;7;18.05.21;51.314;1;854;0;1;1
509587;33;0;50.7;1;14.03.21;40.542;1;961;4;0;0
509588;40;0;104.5;5;18.09.21;23.537;2;728;2;0;0
509589;45;1;78.6;1;19.09.21;73.612;1;853;1;1;0
509590;29;0;94;4;29.10.21;39.044;0;688;3;0;0
509591;23;0;12.6;1;05.10.21;11.97;1;964;0;1;0
509592;41;0;430.8;10;29.12.21;25.777;1;654;0;1;0
509593;30;0;501.9;8;29.07.21;39.588;1;477;0;1;0
509594;38;0;270.1;10;15.04.21;30.99;0;858;2;1;0
509595;20;0;144.2;3;11.11.21;63.22;1;556;2;1;1
509596;33;1;22.1;1;07.04.21;20.995;1;579;0;1;0
509597;45;1;88.2;2;17.04.21;47.105;1;988;1;0;1
509598;43;1;85.8;2;30.10.21;26.383;2;954;0;0;0
509599;27;0;47.8;1;18.11.21;37.572;0;718;0;0;0
509600;22;0;281.5;9;04.05.21;26.48;2;212;1;1;0
509601;36;1;282.7;7;24.09.21;41.66;1;876;0;0;1
509602;43;0;515.4;12;03.12.21;69.042;2;899;0;0;0
509603;41;0;62.6;6;19.10.21;16.848;0;833;2;1;0
509604;30;1;94.3;1;02.01.21;88.394;1;865;0;0;0
509605;40;1;520.3;4;31.08.21;192.689;1;747;0;0;1
509606;54;0;139.9;7;04.03.21;33.46;0;706;0;1;1
509607;38;1;251.3;3;05.11.21;65.669;1;581;0;0;0
509608;18;1;302.5;6;25.01.21;57.551;1;634;1;0;1
509609;38;1;51.8;1;29.12.21;48.493;1;798;2;0;0
509610;61;0;27.3;1;06.03.21;25.592;1;841;0;1;0
509611;21;1;25.6;1;03.06.21;21.293;0;882;2;1;0
509612;36;1;54.6;2;27.03.21;27.664;1;487;2;1;0
509613;33;0;58.7;3;25.10.21;28.321;1;441;2;0;0
509614;37;1;21.6;1;24.05.21;20.52;1;692;1;1;0
509615;38;1;39.3;1;29.09.21;24.556;1;596;0;0;0
509616;50;0;143.9;2;25.01.21;55.573;1;773;2;0;0
509617;37;0;498.4;7;15.06.21;70.134;1;544;0;0;0
509618;51;0;26.3;1;29.11.21;23.961;0;992;0;0;0
509619;35;1;751.7;8;05.12.21;104.972;0;632;0;0;0
509620;32;0;137.2;8;18.03.21;18.346;2;1067;0;0;0
509621;28;0;61.9;4;24.05.21;20.533;1;874;0;0;0
509622;18;0;36.6;3;30.05.21;16.103;2;530;3;0;1
509623;39;1;110.6;6;26.07.21;18.174;2;1157;0;1;1
509624;61;1;86.1;1;16.07.21;60.246;0;828;0;0;0
509625;41;0;29.8;1;08.02.21;27.341;1;750;3;1;0
509626;44;1;262.3;6;06.10.21;34.266;1;768;0;0;0
509627;31;0;53.3;3;24.03.21;29.709;2;864;0;0;0
509628;33;0;199.7;9;25.04.21;22.068;2;835;2;1;1
509629;48;1;102.3;6;03.11.21;15.664;0;564;3;0;0
509630;60;0;15.8;1;09.09.21;14.894;1;722;1;1;1
509631;54;1;119.9;4;25.05.21;30.459;1;801;0;1;0
509632;46;1;304.6;5;30.11.21;49.448;1;885;0;0;1
509633;36;1;173.3;7;24.05.21;24.691;0;848;2;1;1
509634;39;0;31.8;3;26.07.21;11.52;2;750;3;1;0
509635;27;0;473;6;31.03.21;49.81;1;681;0;1;0
509636;19;0;347;7;08.03.21;49.262;1;632;2;0;0
509637;22;1;98.2;4;29.06.21;16.797;2;546;1;0;0
509638;37;1;51.7;3;25.07.21;18.99;1;887;0;1;0
509639;32;1;93.3;2;22.10.21;46.232;1;669;0;0;0
509640;18;1;74.9;4;23.05.21;12.924;1;745;0;0;0
509641;36;0;133.1;10;23.11.21;16.997;1;763;3;1;0
509642;32;1;477.1;4;10.08.21;71.916;2;781;0;0;1
509643;22;1;82.5;4;26.01.21;24.863;1;759;1;1;0
509644;32;0;78.5;2;27.09.21;33.183;2;617;0;1;0
509645;32;1;300.5;14;29.07.21;18.762;1;788;2;0;0
509646;29;1;82.5;2;23.05.21;54.633;1;724;0;0;0
509647;47;1;67.4;3;20.06.21;37.544;1;704;3;0;1
509648;18;1;74.5;2;21.04.21;56.816;0;988;0;0;1
509649;18;0;113.5;5;13.08.21;23.86;1;831;2;0;0
509650;36;1;49.3;2;26.07.21;23.384;1;657;1;1;1
509651;37;0;143.2;5;13.06.21;30.732;0;753;0;0;0
509652;41;1;37.5;2;15.04.21;21.472;1;1008;3;0;0
509653;30;0;65.5;3;26.05.21;25.625;2;725;0;0;0
509654;25;1;365.8;18;01.07.21;21.403;1;727;3;0;0
509655;36;0;123.2;7;22.06.21;20.532;1;900;0;1;1
509656;31;0;250.3;6;23.04.21;46.792;1;799;1;1;0
509657;55;0;41.8;1;01.08.21;39.71;0;653;3;0;0
509658;32;1;32.5;2;24.03.21;19.948;1;586;3;0;0
509659;35;0;745.8;8;02.07.21;86.49;1;778;0;1;1
509660;66;0;42.2;2;14.02.21;27.614;1;898;0;1;1
509661;34;0;113.4;2;22.06.21;46.271;1;978;2;0;0
509662;43;0;40.9;4;14.10.21;9.932;1;516;0;0;0
509663;44;1;44.3;1;26.10.21;27.476;1;1037;3;0;0
509664;45;0;15.1;1;11.09.21;14.345;1;728;0;0;0
509665;39;0;26.7;1;30.09.21;25.365;2;946;0;0;1
509666;38;0;58.5;2;25.01.21;38.111;0;607;2;1;0
509667;37;0;261.7;10;05.05.21;36.914;0;490;0;0;0
509668;29;0;73.7;2;27.08.21;22.895;0;544;0;1;0
509669;40;0;248.7;6;20.10.21;32.978;1;720;0;1;0
509670;60;0;138.3;5;01.08.21;38.191;1;804;4;1;0
509671;51;0;89.9;3;08.11.21;25.485;2;766;1;0;0
509672;40;0;158.3;3;10.04.21;43.837;1;665;4;0;0
509673;46;1;212;4;26.02.21;35.441;1;981;0;1;0
509674;26;0;122.7;6;01.02.21;25.344;1;780;0;1;0
509675;33;1;779.3;11;01.08.21;73.621;1;830;0;0;0
509676;47;1;386.1;15;31.08.21;32.806;0;1340;0;1;1
509677;54;1;65.1;3;15.04.21;20.557;1;779;0;1;0
509678;27;0;96;2;14.10.21;60.404;2;655;0;1;1
509679;30;1;102.5;2;27.09.21;42.856;1;867;0;0;0
509680;62;1;28.9;3;12.05.21;13.625;1;892;1;1;0
509681;37;1;41.6;3;29.03.21;13.279;2;834;0;0;0
509682;58;1;116.5;4;28.09.21;41.287;2;808;0;0;0
509683;38;0;94.6;3;03.09.21;23.542;1;1047;0;0;0
509684;39;1;138.9;4;04.03.21;37.075;1;1024;0;1;0
509685;32;1;53.4;2;04.04.21;30.247;2;719;2;1;1
509686;47;0;51;1;27.06.21;41.421;1;624;2;0;0
509687;52;0;96.6;2;06.07.21;45.875;1;817;2;0;0
509688;24;1;204.4;14;02.03.21;16.395;1;663;0;0;1
509689;32;0;247.8;14;13.12.21;20.558;1;939;0;0;0
509690;47;1;69.8;1;22.05.21;66.31;0;816;2;0;0
509691;34;0;240.2;8;20.05.21;38.254;0;1201;3;0;0
509692;30;1;344.1;10;23.01.21;44.242;1;1045;0;0;0
509693;48;0;103.3;1;16.11.21;94.776;1;586;0;0;0
509694;49;1;79.8;2;27.03.21;55.754;1;647;2;1;0
509695;31;0;226.4;7;27.12.21;34.136;1;365;4;0;0
509696;39;1;144.7;7;01.07.21;19.511;1;395;0;1;0
509697;21;0;497.3;8;16.11.21;57.027;1;800;0;0;0
509698;25;0;167.5;5;07.03.21;59.547;0;525;2;0;0
509699;37;0;44.4;1;02.03.21;42.18;1;1055;1;0;1
509700;36;0;198.1;2;20.10.21;80.698;1;988;0;0;0
509701;24;1;229.7;5;27.10.21;39.753;1;731;0;0;0
509702;27;0;74.3;2;18.07.21;36.77;2;701;1;1;0
509703;23;0;214.9;4;12.01.21;61.279;1;1027;1;0;0
509704;41;1;204.1;5;11.12.21;42.849;1;1049;2;0;0
509705;18;0;103.1;2;24.05.21;46.869;2;612;0;0;0
509706;24;0;121.2;10;08.12.21;13.298;1;589;0;0;0
509707;18;1;406.9;9;14.11.21;39.864;1;706;1;0;0
509708;41;0;35.4;1;07.11.21;27.946;1;858;0;0;0
509709;18;1;99.4;4;09.09.21;30.788;2;688;0;0;1
509710;36;1;342.1;9;03.09.21;36.782;1;861;0;1;1
509711;56;0;291.3;12;14.07.21;29.768;2;1131;0;0;1
509712;56;1;267.5;6;10.01.21;48.777;0;487;2;0;0
509713;18;1;223.4;10;22.05.21;19.277;2;700;0;1;0
509714;40;0;98.5;4;24.09.21;15.16;1;490;2;0;0
509715;24;1;473.8;15;24.10.21;33.319;0;609;1;1;0
509716;22;0;438.6;4;24.07.21;60.471;1;727;0;1;0
509717;35;1;46.7;2;16.09.21;26.722;0;589;3;0;0
509718;51;1;166.2;4;08.01.21;31.898;0;874;0;0;0
509719;43;0;77.9;2;20.06.21;30.032;1;767;2;0;0
509720;27;0;155.6;1;05.07.21;125.67;1;834;0;1;1
509721;44;0;97.4;2;22.11.21;53.376;1;655;4;0;0
509722;18;1;424;14;24.04.21;29.472;2;741;0;1;1
509723;27;1;102;3;25.03.21;32.468;1;697;1;0;0
509724;26;0;236.3;10;09.05.21;24.52;1;735;0;1;0
509725;37;0;1111.9;14;04.03.21;80.804;1;855;0;1;0
509726;34;1;37.2;3;23.07.21;17.491;1;434;0;0;0
509727;34;0;154.8;7;23.08.21;22.496;0;832;0;0;0
509728;34;0;329.2;7;20.10.21;52.105;1;624;0;1;0
509729;36;0;355.1;5;21.12.21;75.17;2;719;0;1;0
509730;42;1;52.2;2;27.01.21;35.378;2;479;1;0;0
509731;38;0;57.3;2;01.04.21;30.875;0;715;0;1;0
509732;33;1;152.7;4;20.04.21;35.545;1;830;0;1;0
509733;41;1;701.6;25;02.04.21;35.091;0;802;3;1;0
509734;46;0;753.5;7;29.10.21;108.461;1;546;1;1;1
509735;29;1;219.2;5;20.02.21;42.589;0;854;0;1;0
509736;35;0;30.5;1;11.01.21;28.975;2;985;0;0;0
509737;50;0;199.4;4;11.11.21;43.11;1;691;0;0;0
509738;23;1;69.3;1;17.12.21;54.4;1;760;1;1;0
509739;58;0;41.3;2;24.03.21;23.068;2;368;2;0;0
509740;20;1;127.8;4;02.05.21;38.037;0;599;1;1;0
509741;32;1;41.3;1;03.07.21;35.369;1;759;4;0;0
509742;25;0;73.2;4;11.07.21;21.268;0;932;1;0;0
509743;62;1;66.2;3;28.12.21;29.782;1;602;4;0;0
509744;30;1;205.5;6;28.05.21;28.728;1;1240;1;0;0
509745;30;0;275;11;05.01.21;28.534;2;817;1;0;0
509746;32;0;377;4;04.06.21;82.862;1;531;1;0;0
509747;37;1;223.7;9;23.07.21;34.6;0;972;2;0;0
509748;32;0;130.4;3;08.07.21;40.918;0;554;0;0;0
509749;34;0;424;9;06.07.21;47.03;1;839;0;0;0
509750;18;0;276.6;7;03.12.21;32.278;0;613;0;1;0
509751;37;0;148.5;8;22.10.21;28.653;2;536;0;1;0
509752;36;0;384;8;02.04.21;66.386;1;893;3;0;0
509753;48;1;1077.1;11;10.05.21;72.147;2;713;1;1;0
509754;52;1;105.8;2;01.09.21;54.218;0;1091;0;0;0
509755;34;1;224.8;9;30.05.21;33.296;1;597;0;1;0
509756;46;0;560.3;12;06.06.21;42.215;2;499;0;1;0
509757;23;0;24.4;1;03.03.21;23.18;1;654;2;0;0
509758;45;0;61.2;2;03.04.21;36.563;1;1240;3;0;0
509759;29;0;405.1;13;28.09.21;20.608;0;930;0;1;0
509760;22;1;212.1;5;04.11.21;47.598;1;880;0;1;0
509761;34;0;864.9;20;14.10.21;71.197;1;826;3;0;0
509762;53;1;121.9;6;23.04.21;22.132;1;673;1;0;0
509763;38;0;583.7;9;19.02.21;87.081;2;1231;2;1;1
509764;54;1;166.2;6;28.02.21;56.53;1;862;0;1;1
509765;27;1;87.2;3;24.05.21;24.663;0;846;0;0;0
509766;49;1;563.3;10;08.07.21;41.254;1;937;1;0;0
509767;28;1;304.6;4;22.11.21;69.944;1;551;0;0;0
509768;39;1;400.1;7;25.11.21;59.902;1;582;2;1;0
509769;39;1;262.7;5;01.01.21;59.078;0;696;2;0;0
509770;44;0;59;2;16.09.21;34.195;1;958;0;1;1
509771;39;0;119;4;20.04.21;27.346;1;546;0;1;1
509772;27;1;40.4;2;14.03.21;34.269;1;728;2;0;0
509773;47;0;38.7;1;22.07.21;36.765;2;682;3;1;0
509774;57;1;42.3;1;13.01.21;32.727;2;497;0;1;0
509775;29;0;58.5;3;02.05.21;31.035;1;648;2;1;1
509776;18;1;132.2;5;21.07.21;21.112;2;878;0;0;0
509777;42;0;69.6;1;10.04.21;46.768;2;453;3;0;0
509778;32;1;44.7;2;05.08.21;25.973;1;1014;1;1;0
509779;34;0;178.4;5;17.06.21;50.286;1;864;0;1;0
509780;43;0;159.6;6;19.10.21;31.199;0;822;1;1;0
509781;31;1;74.3;2;08.03.21;34.184;1;761;1;0;0
509782;33;0;77.9;2;21.01.21;21.005;1;563;1;0;0
509783;35;0;206.4;6;13.07.21;41.92;1;663;0;0;0
509784;54;1;161.8;6;04.04.21;32.468;1;825;1;1;0
509785;36;1;22.1;1;15.09.21;20.995;1;623;2;1;0
509786;21;0;123.5;4;04.02.21;29.993;1;814;0;0;0
509787;22;1;141.2;6;29.07.21;25.776;2;618;0;0;1
509788;38;0;54.9;5;28.12.21;16.705;0;801;3;0;0
509789;22;0;70;2;03.02.21;47.623;1;855;1;0;0
509790;18;1;24.2;1;21.04.21;19.834;1;487;0;0;0
509791;44;0;57.3;1;05.11.21;41.644;1;732;3;0;0
509792;44;0;441.7;6;14.07.21;109.652;0;506;0;1;1
509793;32;0;287.6;9;05.03.21;26.106;2;405;2;0;1
509794;40;1;329.2;13;19.03.21;51.484;1;673;0;1;1
509795;38;1;98;3;07.10.21;34.434;2;1283;0;1;1
509796;43;0;107.9;3;11.11.21;39.152;1;850;4;0;0
509797;43;1;84.3;5;12.05.21;15.456;2;991;2;1;0
509798;18;1;42.7;1;22.06.21;39.966;1;890;0;0;0
509799;33;0;391.1;9;13.10.21;35.587;2;757;3;0;0
509800;42;1;278;3;06.03.21;100.456;1;881;3;0;0
509801;31;0;22.5;2;17.03.21;13.675;1;625;2;0;0
509802;36;0;125.1;5;10.10.21;28.158;1;865;0;1;0
509803;45;0;557;10;10.03.21;52.882;0;992;0;1;1
509804;37;0;63.2;1;09.10.21;59.297;1;866;2;1;1
509805;54;1;107.3;3;01.07.21;33.075;1;944;3;0;0
509806;50;1;150.9;2;28.12.21;63.681;1;813;0;1;0
509807;35;1;125.9;4;13.01.21;42.202;0;1085;0;1;1
509808;34;0;189.9;6;12.12.21;37.205;1;743;0;1;0
509809;18;0;87.1;3;24.03.21;15.251;1;1161;0;1;0
509810;32;0;364.1;11;13.01.21;46.447;2;863;1;0;0
509811;20;0;269.1;7;22.09.21;65.798;0;711;0;0;0
509812;39;1;280.5;15;14.07.21;22.86;1;548;1;0;0
509813;38;1;53.9;2;02.11.21;29.267;1;615;1;0;0
509814;44;1;177.1;8;09.02.21;18.501;1;607;0;1;0
509815;53;1;52.2;1;30.01.21;49.099;2;704;3;1;1
509816;36;0;627.9;16;27.07.21;32.529;0;551;0;1;0
509817;63;0;183.2;4;18.11.21;51.927;2;1013;0;0;0
509818;39;0;191.1;5;29.05.21;33.806;1;800;0;0;0
509819;20;1;83.5;2;19.10.21;31.833;1;793;0;0;0
509820;29;0;273.5;9;27.11.21;40.18;1;570;0;1;1
509821;32;0;236.6;5;14.11.21;42.496;2;582;3;1;1
509822;43;1;316;12;05.07.21;35.36;0;380;0;1;0
509823;25;0;385.7;9;12.09.21;42.378;1;1071;0;1;0
509824;32;1;214.3;3;11.07.21;77.947;2;485;2;0;1
509825;34;0;270.6;5;04.09.21;52.646;2;478;3;0;0
509826;31;0;407.9;5;26.07.21;77.133;2;1034;0;1;0
509827;46;0;22.4;1;11.07.21;21.28;0;850;0;0;0
509828;44;1;81.5;7;09.06.21;24.903;2;802;0;1;0
509829;50;1;185.2;3;27.08.21;59.382;2;841;0;0;0
509830;32;0;58.3;4;02.10.21;22.202;2;952;0;1;0
509831;50;1;79.6;1;02.12.21;75.62;1;778;1;1;0
509832;20;1;160.6;5;12.08.21;26.43;1;502;0;0;0
509833;19;1;105.4;3;06.02.21;31.155;1;912;0;0;0
509834;21;1;79;2;03.08.21;27.564;1;816;2;1;0
509835;36;1;115.6;3;26.04.21;35.193;1;991;0;0;0
509836;50;0;931;15;10.01.21;76.019;0;555;0;1;0
509837;29;0;444.3;10;27.01.21;62.074;1;609;2;1;0
509838;30;0;1241.2;11;04.08.21;84.453;1;851;0;0;0
509839;33;0;104.1;1;11.12.21;97.725;1;610;0;0;0
509840;43;1;29.2;1;04.07.21;27.74;1;356;0;0;0
509841;30;1;136.6;6;12.06.21;22.643;1;796;1;0;0
509842;30;0;215.6;4;02.02.21;44.899;1;921;1;0;1
509843;20;1;232.7;6;04.09.21;38.501;1;757;0;0;0
509844;29;1;214.6;13;21.01.21;18.039;0;879;0;0;0
509845;50;0;799.3;18;04.11.21;59.534;1;853;0;1;1
509846;37;1;167;7;25.10.21;21.911;0;782;0;0;0
509847;27;0;54.1;3;28.12.21;28.536;1;764;2;0;0
509848;51;0;73.3;2;14.04.21;59.039;0;953;4;0;1
509849;29;0;280.8;8;01.03.21;43.335;1;606;0;1;0
509850;53;1;91.2;3;20.04.21;37.288;0;919;0;0;0
509851;53;0;201.8;6;19.10.21;39.402;1;527;2;0;0
509852;37;0;310.7;5;21.03.21;55.261;0;637;0;1;1
509853;18;1;69.5;2;20.11.21;25.352;1;995;0;1;0
509854;63;1;318.4;10;26.02.21;40.532;1;502;3;1;0
509855;41;0;97;3;18.01.21;34.934;2;737;0;1;0
509856;32;0;44.9;1;22.03.21;42.655;1;1205;0;0;1
509857;47;1;362.6;7;03.10.21;60.701;1;965;0;0;0
509858;44;1;367.5;8;08.08.21;40.63;1;627;1;0;0
509859;52;0;733;8;10.05.21;69.794;1;658;1;1;0
509860;28;0;340.6;9;28.08.21;28.013;1;749;0;1;0
509861;40;0;68.5;2;25.08.21;34.244;1;996;1;1;0
509862;22;1;84.1;8;22.07.21;16.767;0;600;0;0;0
509863;44;1;23.5;1;07.07.21;22.016;1;529;3;1;0
509864;36;1;152.4;8;07.02.21;29.579;1;908;0;1;0
509865;39;0;110.7;2;05.04.21;43.323;1;477;0;0;0
509866;34;1;96.4;4;12.07.21;28.507;1;596;1;0;0
509867;33;0;22.3;1;19.02.21;21.185;2;765;0;0;0
509868;26;1;569.7;9;23.06.21;48.904;1;754;1;0;1
509869;45;0;64.5;5;12.02.21;17.033;1;534;0;1;0
509870;54;0;17.8;1;15.10.21;16.91;1;844;0;0;0
509871;29;0;342;14;07.02.21;24.207;1;880;0;1;0
509872;43;0;288;10;03.02.21;41.812;2;661;0;0;0
509873;41;0;114.8;4;21.08.21;23.647;0;1079;0;0;0
509874;36;1;256.8;5;22.03.21;42.711;0;841;0;1;1
509875;18;1;109.5;2;09.05.21;46.596;1;599;0;0;0
509876;20;1;285;6;25.04.21;40.283;1;1032;2;1;0
509877;27;1;1243.4;15;21.03.21;91.705;1;666;1;1;1
509878;18;0;77.7;2;06.10.21;35.792;1;812;0;1;0
509879;53;1;459;5;10.09.21;68.441;2;692;0;0;0
509880;40;0;120.8;2;29.03.21;46.356;2;892;0;1;0
509881;36;0;161.4;5;08.09.21;29.338;1;693;0;0;0
509882;18;0;218.1;12;18.09.21;25.075;0;704;0;1;1
509883;18;0;37.7;1;16.07.21;35.766;1;751;0;0;0
509884;36;1;114;4;31.07.21;22.631;1;620;4;0;1
509885;60;0;339.7;7;08.12.21;32.051;0;933;2;0;0
509886;28;0;140.6;5;15.06.21;32.773;1;554;0;1;0
509887;46;1;487.3;6;21.05.21;61.311;2;773;0;0;0
509888;30;0;88.6;6;16.07.21;25.429;1;796;0;1;0
509889;37;1;53.4;1;02.11.21;50.438;2;758;0;1;1
509890;51;0;153.9;6;16.09.21;23.281;1;954;0;0;0
509891;32;1;92;2;28.01.21;61.316;1;509;0;1;1
509892;28;1;225.8;2;17.06.21;69.187;0;882;0;1;0
509893;53;0;46.4;2;28.09.21;24.816;1;556;0;0;0
509894;37;1;144;3;23.03.21;38.089;1;668;1;0;0
509895;49;0;580.1;3;27.12.21;132.822;2;537;0;1;1
509896;28;0;118.1;5;22.10.21;24.348;0;660;3;1;0
509897;53;1;93.4;4;06.11.21;18.739;1;676;0;1;0
509898;39;1;268;7;30.01.21;38.751;1;1075;0;1;0
509899;41;0;46.9;2;31.07.21;21.667;1;823;0;1;0
509900;38;0;259.5;8;12.07.21;41.401;2;859;0;0;0
509901;30;0;54.2;1;17.08.21;51.49;1;581;0;0;0
509902;36;1;115.2;5;07.11.21;22.081;0;913;0;1;0
509903;31;1;37.1;2;09.05.21;18.053;1;1075;0;0;0
509904;48;0;534.4;7;14.07.21;57.187;1;937;0;1;0
509905;34;1;327.3;4;06.09.21;76.369;1;544;0;0;0
509906;18;0;68.6;3;02.10.21;29.57;1;676;1;0;0
509907;18;1;607.2;8;09.10.21;74.611;1;780;1;1;1
509908;18;1;194.2;3;03.05.21;75.083;1;656;1;0;0
509909;43;1;195.8;4;31.12.21;46.793;0;1176;3;0;0
509910;22;0;41.2;1;04.01.21;39.14;0;693;0;1;1
509911;40;0;550.1;10;29.06.21;46.084;0;712;3;1;0
509912;38;0;54.4;1;11.08.21;51.68;2;672;0;0;0
509913;35;1;103.7;7;23.01.21;12.745;2;822;0;0;0
509914;41;1;351.1;10;14.06.21;33.864;1;1009;1;1;0
509915;38;0;138;4;06.08.21;19.421;1;801;0;0;0
509916;18;0;85.5;4;10.08.21;25.07;0;741;0;0;1
509917;32;0;42.9;1;13.02.21;40.44;1;587;0;0;0
509918;41;1;205.5;5;12.04.21;39.649;1;998;0;1;1
509919;56;1;263;8;31.03.21;36.592;1;754;0;0;0
509920;56;0;244.2;6;22.08.21;33.324;0;706;2;1;0
509921;20;1;90.4;4;01.05.21;30.572;1;359;0;0;0
509922;32;0;254;7;28.07.21;34.801;1;757;0;1;0
509923;18;1;227;3;24.09.21;67.179;0;708;0;0;0
509924;54;0;71.2;2;19.10.21;46.803;1;391;3;0;0
509925;48;0;50.8;2;09.03.21;22.946;0;898;3;0;0
509926;40;1;72;4;26.11.21;29.264;1;664;1;0;0
509927;38;1;241.2;5;02.03.21;47.652;1;1121;0;1;0
509928;53;0;172.5;4;08.01.21;31.941;1;1035;0;1;0
509929;51;1;73.6;2;17.01.21;45.418;1;650;0;0;0
509930;50;0;42.7;1;15.03.21;40.565;2;986;2;0;1
509931;41;0;782.3;25;15.11.21;38.483;2;1070;0;1;0
509932;32;1;72.7;1;17.03.21;60.887;1;639;2;0;0
509933;45;1;53.1;1;11.09.21;43.196;1;594;0;0;0
509934;46;0;387.6;4;02.06.21;84.411;1;352;2;1;0
509935;34;1;188.8;6;15.01.21;25.993;1;848;0;0;0
509936;32;1;157.2;8;12.06.21;23.179;1;605;0;1;0
509937;50;0;45.4;1;11.01.21;43.122;1;854;0;0;0
509938;56;0;50.1;2;23.06.21;33.378;0;658;1;1;0
509939;27;0;115.1;4;23.07.21;36.049;0;580;3;0;0
509940;33;1;196.7;5;10.07.21;41.136;1;679;0;0;0
509941;40;1;76.9;3;14.04.21;18.992;2;486;3;1;0
509942;42;0;42.5;4;07.10.21;13.13;1;679;0;1;0
509943;30;0;52.5;1;06.08.21;48.414;1;647;0;0;0
509944;59;0;106.7;7;03.04.21;18.907;1;777;0;1;0
509945;41;1;82.8;4;08.06.21;27.825;1;799;0;0;0
509946;42;1;179.5;4;09.02.21;31.722;1;547;2;0;0
509947;57;0;463;10;04.12.21;34.729;1;978;0;1;0
509948;31;1;52.7;1;02.10.21;49.767;1;751;0;1;0
509949;35;0;174.2;4;16.04.21;47.229;2;1050;0;0;0
509950;21;1;158.1;4;04.09.21;37.757;1;803;1;1;0
509951;34;1;410.3;12;05.09.21;43.856;0;732;3;1;0
509952;18;1;46.7;2;11.08.21;20.514;0;652;2;0;0
509953;45;0;72.6;4;20.01.21;29.171;1;891;0;1;1
509954;41;1;814.2;5;17.11.21;199.349;2;786;0;0;1
509955;33;1;137.5;4;15.12.21;37.485;1;935;0;1;0
509956;35;1;113.1;2;22.12.21;50.444;2;1009;3;1;0
509957;45;1;58.9;2;24.12.21;21.5;1;649;0;0;0
509958;22;1;207;6;06.12.21;44.887;2;830;3;0;0
509959;38;0;59;2;27.09.21;30.598;1;845;2;0;0
509960;44;0;388.1;12;21.01.21;28.097;2;842;1;0;0
509961;18;1;350.8;5;19.06.21;71.9;0;662;2;1;0
509962;44;0;265.5;4;31.03.21;70.032;2;706;0;1;0
509963;18;1;199.9;5;22.03.21;32.833;1;675;0;1;0
509964;35;1;179.4;7;31.10.21;45.605;1;671;0;1;1
509965;22;1;237.5;9;24.10.21;28.049;0;629;0;0;0
509966;53;1;88.7;4;10.07.21;22.011;1;741;1;1;0
509967;22;1;179.8;5;26.09.21;41.048;2;644;0;0;1
509968;18;1;38.5;1;17.02.21;36.071;1;798;3;0;0
509969;38;1;608.8;9;23.03.21;54.527;2;730;3;0;0
509970;31;0;538.6;11;11.11.21;45.817;1;810;0;1;0
509971;18;0;194.1;21;14.06.21;21.356;1;731;0;1;0
509972;42;0;16.2;1;19.07.21;13.983;1;792;0;0;0
509973;18;1;35.7;1;18.06.21;33.721;1;735;0;1;1
509974;24;0;49.9;2;15.03.21;20.101;0;900;1;1;0
509975;29;1;808.1;17;29.10.21;34.199;0;680;1;1;0
509976;46;0;458.8;10;04.10.21;45.17;1;828;1;0;0
509977;52;0;44.6;1;07.09.21;41.976;1;545;0;0;0
509978;49;1;36.3;1;09.05.21;29.034;0;868;2;0;0
509979;34;0;249.5;4;23.08.21;43.192;1;659;1;1;0
509980;18;1;272.6;4;14.12.21;62.85;1;546;4;0;0
509981;41;0;326.8;8;26.08.21;41.435;1;535;2;0;0
509982;54;0;221.4;4;30.06.21;43.741;1;541;1;0;0
509983;51;0;92.1;4;09.04.21;28.537;0;693;0;0;0
509984;42;1;267.6;7;10.07.21;37.298;2;1010;2;1;0
509985;22;0;239;4;16.05.21;66.774;1;664;0;0;0
509986;30;1;79.5;2;12.08.21;34.454;1;382;0;1;0
509987;59;1;32.7;1;17.01.21;31.065;2;846;0;1;0
509988;19;0;502.2;9;11.03.21;58.264;1;579;0;1;0
509989;22;0;108.5;3;15.10.21;31.382;1;927;0;0;0
509990;47;0;541.9;8;19.05.21;47.936;2;704;0;1;0
509991;31;1;180.4;4;08.06.21;38.427;2;691;2;1;0
509992;22;1;428.8;8;18.07.21;43.674;0;976;1;1;0
509993;54;0;202.8;3;09.06.21;51.994;2;831;3;0;0
